,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2015-11-25,151500,-3500,-2.26,156500,156500,151500,526819,80770990000,33371886568500,220276479
2015-11-24,155000,-2000,-1.27,157500,158500,154500,425171,66187639500,34142854245000,220276479
2015-11-23,157000,-1000,-0.63,158000,158000,155000,299272,46839485000,34583407203000,220276479
2015-11-20,158000,-1500,-0.94,159000,160000,157500,202005,32050405000,34803683682000,220276479
2015-11-19,159500,1500,0.95,160000,160500,159000,223557,35707651500,35134098400500,220276479
2015-11-18,158000,1000,0.64,158000,160500,158000,293632,46726825000,34803683682000,220276479
2015-11-17,157000,-1000,-0.63,160000,160500,157000,360011,56909392000,34583407203000,220276479
2015-11-16,158000,1500,0.96,154500,161000,154000,609275,96796886000,34803683682000,220276479
2015-11-13,156500,-4000,-2.49,161000,161000,156500,435505,68814326500,34473268963500,220276479
2015-11-12,160500,-2500,-1.53,162500,163500,160000,259729,41894041000,35354374879500,220276479
2015-11-11,163000,500,0.31,163000,164000,159500,411026,66535016728,35905066077000,220276479
2015-11-10,162500,-2500,-1.52,162500,165000,162000,2287450,372028654343,35794927837500,220276479
2015-11-09,165000,500,0.3,163500,165500,163000,292062,48063210000,36345619035000,220276479
2015-11-06,164500,-1000,-0.6,166000,166500,163000,337445,55460829000,36235480795500,220276479
2015-11-05,165500,0,0.0,166000,167000,163500,329731,54587454500,36455757274500,220276479
2015-11-04,165500,3000,1.85,164000,167000,162000,887811,146376837000,36455757274500,220276479
2015-11-03,162500,4000,2.52,162500,164500,161500,750511,122302958500,35794927837500,220276479
2015-11-02,158500,2500,1.6,157000,158500,155500,272605,42925201500,34913821921500,220276479
2015-10-30,156000,2500,1.63,152000,158000,150000,667498,103457264500,34363130724000,220276479
2015-10-29,153500,-2000,-1.29,155000,156000,153000,450019,69388515000,33812439526500,220276479
2015-10-28,155500,-3500,-2.2,158500,159000,154000,567032,88276365000,34252992484500,220276479
2015-10-27,159000,0,0.0,159000,160000,157500,283965,45073291500,35023960161000,220276479
2015-10-26,159000,1000,0.63,159000,160500,157500,404409,64263053500,35023960161000,220276479
2015-10-23,158000,-4000,-2.47,164000,164500,157000,648582,104171358000,34803683682000,220276479
2015-10-22,162000,-1000,-0.61,162500,164500,158000,613312,99234426000,35684789598000,220276479
2015-10-21,163000,500,0.31,163000,163500,162000,322293,52448608260,35905066077000,220276479
2015-10-20,162500,1500,0.93,161500,163500,161000,335128,54467993000,35794927837500,220276479
2015-10-19,161000,0,0.0,162500,162500,159500,333746,53641122500,35464513119000,220276479
2015-10-16,161000,-1500,-0.92,162500,163000,158000,628494,100543827907,35464513119000,220276479
2015-10-15,162500,-500,-0.31,162500,164500,161000,495824,80589766500,35794927837500,220276479
2015-10-14,163000,-500,-0.31,164000,165000,163000,602476,98788463000,35905066077000,220276479
2015-10-13,163500,4000,2.51,160500,164500,160000,721085,117372243750,36015204316500,220276479
2015-10-12,159500,-2500,-1.54,162500,163000,158000,517468,83199087500,35134098400500,220276479
2015-10-08,162000,1500,0.93,161000,163500,159500,568436,91728341500,35684789598000,220276479
2015-10-07,160500,2500,1.58,155500,161000,155500,532368,84967469500,35354374879500,220276479
2015-10-06,158000,-6000,-3.66,162500,163000,155000,1289144,203208957500,34803683682000,220276479
2015-10-05,164000,-3000,-1.8,168000,168500,163500,469905,77540561500,36125342556000,220276479
2015-10-02,167000,-1000,-0.6,167500,169500,165500,492926,82678697610,36786171993000,220276479
2015-10-01,168000,4000,2.44,164000,168000,163000,806534,134340121612,37006448472000,220276479
2015-09-30,164000,2000,1.23,158000,164000,157500,978742,158179752400,36125342556000,220276479
2015-09-25,162000,4000,2.53,163500,164500,161000,855109,139265045500,35684789598000,220276479
2015-09-24,158000,1000,0.64,159000,161000,157500,3620370,572573505000,34803683682000,220276479
2015-09-23,157000,-7000,-4.27,163000,164500,157000,944046,150833848500,34583407203000,220276479
2015-09-22,164000,5000,3.14,163000,165500,160500,714326,116863092000,36125342556000,220276479
2015-09-21,159000,-6500,-3.93,164500,167500,158000,840567,135791227000,35023960161000,220276479
2015-09-18,165500,2000,1.22,164000,165500,159500,903177,147899731000,36455757274500,220276479
2015-09-17,163500,500,0.31,163500,164000,159500,648686,105144504500,36015204316500,220276479
2015-09-16,163000,6500,4.15,157500,164500,157000,1158524,187593414000,35905066077000,220276479
2015-09-15,156500,2000,1.29,154500,158500,154500,935039,146638818668,34473268963500,220276479
2015-09-14,154500,-1500,-0.96,155500,156500,152500,473618,73030915000,34032716005500,220276479
2015-09-11,156000,-500,-0.32,156000,159000,155000,649365,102099011000,34363130724000,220276479
2015-09-10,156500,1000,0.64,156000,158000,155000,742873,116422925000,34473268963500,220276479
2015-09-09,155500,-1000,-0.64,157000,157500,153500,609850,94732615500,34252992484500,220276479
2015-09-08,156500,4500,2.96,152000,157500,152000,852958,133016340500,34473268963500,220276479
2015-09-07,152000,2000,1.33,149000,153500,149000,640220,97574870000,33482024808000,220276479
2015-09-04,150000,-2000,-1.32,151500,152000,148500,439335,65842597000,33041471850000,220276479
2015-09-03,152000,500,0.33,151500,153000,150000,529122,80151573000,33482024808000,220276479
2015-09-02,151500,5000,3.41,146000,154000,146000,1131571,171143025000,33371886568500,220276479
2015-09-01,146500,-2500,-1.68,147000,148500,145000,437156,64005046000,32270504173500,220276479
2015-08-31,149000,5000,3.47,144000,149000,141500,767410,112629021500,32821195371000,220276479
2015-08-28,144000,-3000,-2.04,147000,149000,143500,926743,134377336000,31719812976000,220276479
2015-08-27,147000,-3000,-2.0,152500,154000,145500,867600,129032349000,32380642413000,220276479
2015-08-26,150000,2500,1.69,148500,152500,147500,803308,120222151500,33041471850000,220276479
2015-08-25,147500,5000,3.51,144500,152500,142500,1279827,191051481500,32490780652500,220276479
2015-08-24,142500,-3500,-2.4,145000,146500,140000,810847,116148949000,31389398257500,220276479
2015-08-21,146000,-3000,-2.01,145000,147500,143500,818191,119235491500,32160365934000,220276479
2015-08-20,149000,1000,0.68,147000,149500,146000,697471,103420253500,32821195371000,220276479
2015-08-19,148000,1500,1.02,145500,149000,145500,810111,119722823000,32600918892000,220276479
2015-08-18,146500,3000,2.09,144500,148500,144000,628892,92076035500,32270504173500,220276479
2015-08-17,143500,-1000,-0.69,143500,146000,143500,449849,64953460500,31609674736500,220276479
2015-08-13,144500,-1500,-1.03,145000,147000,142500,957016,138780632000,31829951215500,220276479
2015-08-12,146000,7000,5.04,139500,149500,139000,1656891,240956422500,32160365934000,220276479
2015-08-11,139000,-1000,-0.71,141000,142000,138000,384972,53767760000,30618430581000,220276479
2015-08-10,140000,2000,1.45,138500,141500,136500,367835,51445195500,30838707060000,220276479
2015-08-07,138000,-1500,-1.08,139000,139000,134500,581892,80033999000,30398154102000,220276479
2015-08-06,139500,-6000,-4.12,144000,144500,138000,829920,116288634000,30728568820500,220276479
2015-08-05,145500,1500,1.04,144500,146500,142000,358304,51804499600,32050227694500,220276479
2015-08-04,144000,500,0.35,141000,145500,140500,368056,52782089500,31719812976000,220276479
2015-08-03,143500,-5500,-3.69,148500,150000,143500,753561,108967653000,31609674736500,220276479
2015-07-31,149000,-1000,-0.67,149500,151000,146000,746904,110452776500,32821195371000,220276479
2015-07-30,150000,4000,2.74,146500,151000,144500,1233619,183867413000,33041471850000,220276479
2015-07-29,146000,1000,0.69,145000,146500,142500,735122,106474723000,32160365934000,220276479
2015-07-28,145000,0,0.0,143000,148000,141500,1170007,170232127000,31940089455000,220276479
2015-07-27,145000,6000,4.32,139000,145500,138000,1414445,202421803442,31940089455000,220276479
2015-07-24,139000,1000,0.72,138000,140500,135500,1013380,140389346500,30618430581000,220276479
2015-07-23,138000,7000,5.34,131000,139500,130500,1512712,205969205500,30398154102000,220276479
2015-07-22,131000,-2000,-1.5,132500,134000,128000,887693,115761395000,28856218749000,220276479
2015-07-21,133000,9000,7.26,125000,134000,124500,1327713,174372917500,29296771707000,220276479
2015-07-20,124000,500,0.4,123000,125500,123000,537690,66763222500,27314283396000,220276479
2015-07-17,123500,-3500,-2.76,126500,127000,123000,893463,111345876000,27204145156500,220276479
2015-07-16,127000,500,0.4,126000,128000,126000,518944,65908232000,27975112833000,220276479
2015-07-15,126500,1000,0.8,126000,128500,125500,491854,62450194500,27864974593500,220276479
2015-07-14,125500,0,0.0,126000,127000,124500,581446,73025543500,27644698114500,220276479
2015-07-13,125500,1500,1.21,124000,126000,124000,368577,46190384500,27644698114500,220276479
2015-07-10,124000,-3000,-2.36,126500,127500,123500,1166534,146152449000,27314283396000,220276479
2015-07-09,127000,-1000,-0.78,125500,129500,125500,911818,115620686500,27975112833000,220276479
2015-07-08,128000,-3500,-2.66,131000,131500,128000,1004894,130360883000,28195389312000,220276479
2015-07-07,131500,-1500,-1.13,132500,133000,130500,801649,105497407500,28966356988500,220276479
2015-07-06,133000,-2000,-1.48,131500,134000,131500,784386,104143770500,29296771707000,220276479
2015-07-03,135000,-500,-0.37,135000,135500,134000,351816,47463283280,29737324665000,220276479
2015-07-02,135500,-1000,-0.73,136500,136500,134000,1096166,148273494000,29847462904500,220276479
2015-07-01,136500,500,0.37,136000,136500,133500,666296,90062066700,30067739383500,220276479
2015-06-30,136000,1500,1.12,135000,137000,134500,635953,86456555500,29957601144000,220276479
2015-06-29,134500,-500,-0.37,132500,134500,131500,630861,84290611000,29627186425500,220276479
2015-06-26,135000,3000,2.27,132000,136500,132000,819996,110758541000,29737324665000,220276479
2015-06-25,132000,-1000,-0.75,133000,134500,131500,545527,72236081000,29076495228000,220276479
2015-06-24,133000,2000,1.53,131500,133000,131000,682058,90176502800,29296771707000,220276479
2015-06-23,131000,-1000,-0.76,133500,134000,131000,715018,94565146928,28856218749000,220276479
2015-06-22,132000,2000,1.54,131000,133000,130000,784690,103281033500,29076495228000,220276479
2015-06-19,130000,-1500,-1.14,132000,133000,128000,973949,126492467000,28635942270000,220276479
2015-06-18,131500,-4500,-3.31,137000,137500,131000,1115055,148192772000,28966356988500,220276479
2015-06-17,136000,-1000,-0.73,138000,138000,135000,552346,75222117500,29957601144000,220276479
2015-06-16,137000,500,0.37,135500,138000,131500,1072315,144133584000,30177877623000,220276479
2015-06-15,136500,500,0.37,136500,137500,134500,465681,63492973000,30067739383500,220276479
2015-06-12,136000,-2000,-1.45,139500,141000,135000,645129,88428800000,29957601144000,220276479
2015-06-11,138000,3500,2.6,137500,142000,136500,1652650,230030908000,30398154102000,220276479
2015-06-10,134500,-1000,-0.74,137000,137500,132500,977599,131728326500,29627186425500,220276479
2015-06-09,135500,1000,0.74,136000,137500,135000,659565,89545305000,29847462904500,220276479
2015-06-08,134500,-3000,-2.18,137500,139000,133000,1119635,150824836000,29627186425500,220276479
2015-06-05,137500,-1500,-1.08,138000,140500,137000,1081459,149765240500,30288015862500,220276479
2015-06-04,139000,3500,2.58,136500,140500,135500,1737559,241370514000,30618430581000,220276479
2015-06-03,135500,-3000,-2.17,138500,139000,132000,3117196,423369923636,29847462904500,220276479
2015-06-02,138500,-16000,-10.36,151500,151500,138000,3463055,493414797000,30508292341500,220276479
2015-06-01,154500,-3500,-2.22,157500,158000,153000,661877,102017554000,34032716005500,220276479
2015-05-29,158000,2000,1.28,157500,159000,156000,790681,124851407000,34803683682000,220276479
2015-05-28,156000,-1000,-0.64,157500,158500,155000,720265,112487889147,34363130724000,220276479
2015-05-27,157000,-3000,-1.88,157500,158500,157000,812113,127927196214,34583407203000,220276479
2015-05-26,160000,-2500,-1.54,162500,163000,159500,771656,123861409500,35244236640000,220276479
2015-05-22,162500,3000,1.88,159500,162500,159500,483612,78050824500,35794927837500,220276479
2015-05-21,159500,-3000,-1.85,162500,163000,159500,560571,89949917500,35134098400500,220276479
2015-05-20,162500,0,0.0,164000,165000,161500,486568,79401681500,35794927837500,220276479
2015-05-19,162500,0,0.0,161000,163500,160000,500399,80840727500,35794927837500,220276479
2015-05-18,162500,-1000,-0.61,163000,163500,161000,487389,79064584500,35794927837500,220276479
2015-05-15,163500,-500,-0.3,165500,166500,163000,658615,107960084750,36015204316500,220276479
2015-05-14,164000,-2000,-1.2,165000,166000,163000,549230,90075527000,36125342556000,220276479
2015-05-13,166000,-3000,-1.78,169000,170000,164500,757632,126110656000,36565895514000,220276479
2015-05-12,169000,-500,-0.29,170000,170500,168000,458718,77641184000,37226724951000,220276479
2015-05-11,169500,-3500,-2.02,175000,175500,169500,436637,75065601500,37336863190500,220276479
2015-05-08,173000,0,0.0,172500,175000,172000,468895,81310710500,38107830867000,220276479
2015-05-07,173000,1500,0.87,170500,174000,170000,402405,69423959978,38107830867000,220276479
2015-05-06,171500,-500,-0.29,171500,175000,170500,503864,86829679500,37777416148500,220276479
2015-05-04,172000,3000,1.78,170000,173000,169000,380816,65336060500,37887554388000,220276479
2015-04-30,169000,-2000,-1.17,170500,171000,169000,427815,72463633500,37226724951000,220276479
2015-04-29,171000,-1500,-0.87,171500,172000,168500,601241,102143260500,37667277909000,220276479
2015-04-28,172500,-3500,-1.99,176500,177000,170500,740146,127626979000,37997692627500,220276479
2015-04-27,176000,-1500,-0.85,179500,181000,175000,748451,133146398670,38768660304000,220276479
2015-04-24,177500,2000,1.14,178000,180000,176500,1211753,216143906500,39099075022500,220276479
2015-04-23,175500,5500,3.24,172000,176500,170000,1216380,211044701500,38658522064500,220276479
2015-04-22,170000,-1000,-0.58,170000,172000,169000,828845,140776595000,37447001430000,220276479
2015-04-21,171000,-3500,-2.01,174000,175000,170000,753660,129196247500,37667277909000,220276479
2015-04-20,174500,4500,2.65,168000,174500,168000,953611,164272094500,38438245585500,220276479
2015-04-17,170000,1000,0.59,168000,171000,168000,582544,98989516500,37447001430000,220276479
2015-04-16,169000,-1000,-0.59,170500,171000,167000,642025,107995337000,37226724951000,220276479
2015-04-15,170000,-1000,-0.58,173500,173500,169500,582563,99578980000,37447001430000,220276479
2015-04-14,171000,4000,2.4,167500,171500,166000,855013,145048734000,37667277909000,220276479
2015-04-13,167000,-500,-0.3,169000,169500,166500,874056,146419712000,36786171993000,220276479
2015-04-10,167500,6000,3.72,162500,168500,162500,897568,149671589500,36896310232500,220276479
2015-04-09,161500,500,0.31,161000,164500,161000,552693,89795103500,35574651358500,220276479
2015-04-08,161000,-500,-0.31,162500,163500,161000,582165,94164238000,35464513119000,220276479
2015-04-07,161500,-500,-0.31,162500,164000,160500,493303,79829469500,35574651358500,220276479
2015-04-06,162000,-4000,-2.41,166500,166500,162000,567728,92702485500,35684789598000,220276479
2015-04-03,166000,2000,1.22,166500,167500,165500,406857,67619882800,36565895514000,220276479
2015-04-02,164000,0,0.0,165500,168000,164000,499028,82717508000,36125342556000,220276479
2015-04-01,164000,-4500,-2.67,167500,168000,163000,687942,113148569000,36125342556000,220276479
2015-03-31,168500,1500,0.9,170000,172500,167500,545852,92403288275,37116586711500,220276479
2015-03-30,167000,-500,-0.3,168500,170000,166500,400470,67080610500,36786171993000,220276479
2015-03-27,167500,-1500,-0.89,170000,171000,167000,556195,93573960500,36896310232500,220276479
2015-03-26,169000,-1000,-0.59,168500,172000,167500,630097,107007936000,37226724951000,220276479
2015-03-25,170000,-5000,-2.86,173500,174500,170000,894773,152863523000,37447001430000,220276479
2015-03-24,175000,-4000,-2.23,178500,178500,173000,868581,151589915000,38548383825000,220276479
2015-03-23,179000,-2000,-1.1,182000,182500,176500,650348,115962501125,39429489741000,220276479
2015-03-20,181000,-3000,-1.63,185000,185500,179000,798518,144576462000,39870042699000,220276479
2015-03-19,184000,2000,1.1,186000,187000,180500,772519,142020142500,40530872136000,220276479
2015-03-18,182000,0,0.0,183000,186000,182000,868610,159668221000,40090319178000,220276479
2015-03-17,182000,6500,3.7,178000,182000,177000,1193025,214995308000,40090319178000,220276479
2015-03-16,175500,3500,2.03,172500,177000,172000,794357,139487153500,38658522064500,220276479
2015-03-13,172000,0,0.0,173500,174500,170000,497175,85652724000,37887554388000,220276479
2015-03-12,172000,-4500,-2.55,177500,177500,172000,839816,146177117000,37887554388000,220276479
2015-03-11,176500,3500,2.02,171000,178500,170000,1126499,198767976500,38878798543500,220276479
2015-03-10,173000,4000,2.37,171000,173500,170000,657344,113345967500,38107830867000,220276479
2015-03-09,169000,-4000,-2.31,172500,173000,169000,616415,105149841500,37226724951000,220276479
2015-03-06,173000,5500,3.28,169000,173500,168000,930838,159748655000,38107830867000,220276479
2015-03-05,167500,4000,2.45,163000,169000,163000,481426,80422160500,36896310232500,220276479
2015-03-04,163500,-3000,-1.8,167500,169000,163000,635636,105461880000,36015204316500,220276479
2015-03-03,166500,5000,3.1,162500,168500,161500,735321,122397097500,36676033753500,220276479
2015-03-02,161500,1000,0.62,162000,162500,160000,478539,77180844768,35574651358500,220276479
2015-02-27,160500,-3000,-1.83,163000,164000,160000,668860,107754403688,35354374879500,220276479
2015-02-26,163500,-500,-0.3,164500,164500,162000,472204,77153662500,36015204316500,220276479
2015-02-25,164000,1500,0.92,163500,164500,162500,502056,82321866992,36125342556000,220276479
2015-02-24,162500,500,0.31,164000,164500,161500,450646,73274486000,35794927837500,220276479
2015-02-23,162000,-500,-0.31,166000,167000,160500,661014,107929853000,35684789598000,220276479
2015-02-17,162500,4500,2.85,158000,163500,158000,616701,99892206000,35794927837500,220276479
2015-02-16,158000,0,0.0,159000,160000,157500,305310,48362367500,34803683682000,220276479
2015-02-13,158000,3000,1.94,156000,160500,156000,565464,89577310620,34803683682000,220276479
2015-02-12,155000,-2000,-1.27,158000,158000,155000,545256,85216459500,34142854245000,220276479
2015-02-11,157000,500,0.32,157500,158000,155000,590973,92452376500,34583407203000,220276479
2015-02-10,156500,-1000,-0.63,157000,160000,156000,543125,85510541500,34473268963500,220276479
2015-02-09,157500,-6000,-3.67,162000,162500,156000,865369,136598628000,34693545442500,220276479
2015-02-06,163500,-2500,-1.51,166000,167000,161000,1051919,171218086325,36015204316500,220276479
2015-02-05,166000,-500,-0.3,166000,167500,165500,381546,63437828000,36565895514000,220276479
2015-02-04,166500,500,0.3,166500,168000,165500,827022,137630614000,36676033753500,220276479
2015-02-03,166000,-5000,-2.92,169000,169500,165500,704421,117397763000,36565895514000,220276479
2015-02-02,171000,1500,0.88,170000,171000,168500,434084,73801066500,37667277909000,220276479
2015-01-30,169500,2500,1.5,168500,171000,167000,708694,120277005000,37336863190500,220276479
2015-01-29,167000,1500,0.91,165500,168500,164500,415472,69372868582,36786171993000,220276479
2015-01-28,165500,1500,0.91,164500,166000,163000,575233,94682950500,36455757274500,220276479
2015-01-27,164000,-500,-0.3,166000,166000,161000,807357,132006433500,36125342556000,220276479
2015-01-26,164500,-3500,-2.08,165500,166500,163500,1025813,168950184500,36235480795500,220276479
2015-01-23,168000,0,0.0,170500,171000,167000,808652,137137777858,37006448472000,220276479
2015-01-22,168000,-3500,-2.04,171500,174000,164500,934624,157946184000,37006448472000,220276479
2015-01-21,171500,-2000,-1.15,172500,176000,168500,487848,83558547071,37777416148500,220276479
2015-01-20,173500,1000,0.58,173000,174500,172000,230296,39850569500,38217969106500,220276479
2015-01-19,172500,1500,0.88,172500,173500,171000,317800,54798378500,37997692627500,220276479
2015-01-16,171000,-3500,-2.01,172000,174000,169000,584513,99874820000,37667277909000,220276479
2015-01-15,174500,-3000,-1.69,178000,178000,173500,378944,66215887992,38438245585500,220276479
2015-01-14,177500,-2000,-1.11,181000,182500,176500,392613,70138148500,39099075022500,220276479
2015-01-13,179500,2000,1.13,181500,181500,178000,713861,128536882500,39539627980500,220276479
2015-01-12,177500,-2500,-1.39,178000,179500,175500,684147,121579685000,39099075022500,220276479
2015-01-09,180000,2000,1.12,180000,182500,177500,717579,129654383500,39649766220000,220276479
2015-01-08,178000,8000,4.71,172500,178000,171000,902742,158423821252,39209213262000,220276479
2015-01-07,170000,5500,3.34,163000,171500,163000,511006,86384012000,37447001430000,220276479
2015-01-06,164500,-3500,-2.08,166500,167000,164000,635059,104856982500,36235480795500,220276479
2015-01-05,168000,-1000,-0.59,171000,171000,166000,454073,76211663500,37006448472000,220276479
2015-01-02,169000,0,0.0,169000,170500,167000,458014,77441258500,37226724951000,220276479
