,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2018-06-14,135000,-5500,-3.91,138500,139000,135000,1036041,141569479924,29737324665000,220276479
2018-06-12,140500,1000,0.72,140000,142000,139500,486396,68314365500,30948845299500,220276479
2018-06-11,139500,-1500,-1.06,140000,140500,139000,441032,61636377766,30728568820500,220276479
2018-06-08,141000,-1500,-1.05,142000,142500,140000,539842,76018291500,31058983539000,220276479
2018-06-07,142500,0,0.0,142000,144000,141500,511413,72962378500,31389398257500,220276479
2018-06-05,142500,-500,-0.35,143500,144000,140500,374748,53232488000,31389398257500,220276479
2018-06-04,143000,3000,2.14,140000,144000,139000,903195,129007107568,31499536497000,220276479
2018-06-01,140000,1000,0.72,138500,140000,137500,395619,55124875500,30838707060000,220276479
2018-05-31,139000,1500,1.09,139000,140000,137500,835047,115864035500,30618430581000,220276479
2018-05-30,137500,-2500,-1.79,138500,139500,136000,648596,88939526000,30288015862500,220276479
2018-05-29,140000,1500,1.08,139500,141000,139000,471953,66050004000,30838707060000,220276479
2018-05-28,138500,-500,-0.36,139000,140500,138000,498199,69260548500,30508292341500,220276479
2018-05-25,139000,-1000,-0.71,139500,141000,138500,697859,97231962000,30618430581000,220276479
2018-05-24,140000,-4500,-3.11,144000,144500,139000,1387498,195581477000,30838707060000,220276479
2018-05-23,144500,-4500,-3.02,147000,148500,144000,1062994,155062144000,31829951215500,220276479
2018-05-21,149000,-1000,-0.67,149500,151000,149000,332251,49707906000,32821195371000,220276479
2018-05-18,150000,500,0.33,148500,150000,148000,330193,49304619000,33041471850000,220276479
2018-05-17,149500,-1000,-0.66,150500,151000,149500,297968,44671567500,32931333610500,220276479
2018-05-16,150500,2000,1.35,148500,151500,146000,599945,89722779500,33151610089500,220276479
2018-05-15,148500,-2500,-1.66,150000,151500,148000,611470,91350483500,32711057131500,220276479
2018-05-14,151000,-2000,-1.31,153500,154500,150500,439028,66843745500,33261748329000,220276479
2018-05-11,153000,1000,0.66,152000,154000,151500,319288,48807099000,33702301287000,220276479
2018-05-10,152000,-1500,-0.98,152500,154000,150500,747954,113613475728,33482024808000,220276479
2018-05-09,153500,-2500,-1.6,154500,156000,153500,513770,79248292000,33812439526500,220276479
2018-05-08,156000,-2000,-1.27,158500,161000,154500,595219,93467182000,34363130724000,220276479
2018-05-04,158000,-2000,-1.25,158000,160000,156500,448848,70715815000,34803683682000,220276479
2018-05-03,160000,0,0.0,162500,163000,160000,324816,52500875500,35244236640000,220276479
2018-05-02,160000,0,0.0,159000,160500,157000,377086,60120692000,35244236640000,220276479
2018-04-30,160000,2000,1.27,159000,160500,157000,351811,55982014500,35244236640000,220276479
2018-04-27,158000,1500,0.96,155000,161500,154000,887506,139624592000,34803683682000,220276479
2018-04-26,156500,-7500,-4.57,164000,164000,154500,861668,136834788500,34473268963500,220276479
2018-04-25,164000,1500,0.92,162000,164000,160000,407673,66449139500,36125342556000,220276479
2018-04-24,162500,3000,1.88,161500,165500,161500,644850,105357416000,35794927837500,220276479
2018-04-23,159500,-500,-0.31,160000,160000,157000,284140,45093721500,35134098400500,220276479
2018-04-20,160000,2000,1.27,157000,160000,156500,406412,64795842600,35244236640000,220276479
2018-04-19,158000,-500,-0.32,157500,158000,155000,344290,53994427500,34803683682000,220276479
2018-04-18,158500,1000,0.63,158000,159500,157000,507655,80383771000,34913821921500,220276479
2018-04-17,157500,4500,2.94,154000,158000,154000,670905,105295018500,34693545442500,220276479
2018-04-16,153000,2500,1.66,151000,154000,150000,303065,46144857000,33702301287000,220276479
2018-04-13,150500,-1500,-0.99,151500,152000,149500,425396,64004061000,33151610089500,220276479
2018-04-12,152000,2000,1.33,151000,152500,150000,297375,44920402500,33482024808000,220276479
2018-04-11,150000,-1000,-0.66,150500,152000,150000,329076,49557359000,33041471850000,220276479
2018-04-10,151000,0,0.0,150000,153000,149000,371422,56066248000,33261748329000,220276479
2018-04-09,151000,-1500,-0.98,152000,153000,150500,319141,48377736500,33261748329000,220276479
2018-04-06,152500,-1500,-0.97,155000,155500,152000,377964,57901107000,33592163047500,220276479
2018-04-05,154000,-2500,-1.6,157000,158000,153500,404008,62716982500,33922577766000,220276479
2018-04-04,156500,4500,2.96,156000,159500,155000,1198367,188731779000,34473268963500,220276479
2018-04-03,152000,3500,2.36,147000,152500,145500,2258712,342071155000,33482024808000,220276479
2018-04-02,148500,5000,3.48,144500,148500,144000,569272,83907272000,32711057131500,220276479
2018-03-30,143500,0,0.0,144000,145500,142500,525910,75731501500,31609674736500,220276479
2018-03-29,143500,-8000,-5.28,150500,152000,142500,1532300,221730471000,31609674736500,220276479
2018-03-28,151500,-2500,-1.62,153000,155000,148000,905733,137478492000,33371886568500,220276479
2018-03-27,154000,4500,3.01,150000,154000,149500,683470,104230720500,33922577766000,220276479
2018-03-26,149500,-2000,-1.32,151000,152500,149500,466599,70189711500,32931333610500,220276479
2018-03-23,151500,-1000,-0.66,151000,153000,150500,578521,87814195542,33371886568500,220276479
2018-03-22,152500,-2000,-1.29,154500,154500,152000,330219,50516103500,33592163047500,220276479
2018-03-21,154500,2000,1.31,152500,155000,152500,277076,42695257000,34032716005500,220276479
2018-03-20,152500,1000,0.66,150500,153500,150000,311027,47299406500,33592163047500,220276479
2018-03-19,151500,-6000,-3.81,152500,153000,150000,749609,113399882000,33371886568500,220276479
2018-03-16,157500,0,0.0,158000,159500,156000,351970,55329373500,34693545442500,220276479
2018-03-15,157500,1500,0.96,156500,159000,155000,367882,57821332500,34693545442500,220276479
2018-03-14,156000,2500,1.63,152500,157000,152000,605609,93879884000,34363130724000,220276479
2018-03-13,153500,0,0.0,152500,155000,152500,378343,58015221500,33812439526500,220276479
2018-03-12,153500,-500,-0.32,154000,155500,153000,422236,65038787180,33812439526500,220276479
2018-03-09,154000,-500,-0.32,153500,155000,152500,460548,70908326000,33922577766000,220276479
2018-03-08,154500,2000,1.31,153500,155000,152000,488545,75105119000,34032716005500,220276479
2018-03-07,152500,-4500,-2.87,154000,155000,152000,598406,91746651000,33592163047500,220276479
2018-03-06,157000,4000,2.61,154500,158000,154500,375611,58767333500,34583407203000,220276479
2018-03-05,153000,-3000,-1.92,155500,157000,152500,410894,63374562500,33702301287000,220276479
2018-03-02,156000,-5500,-3.41,158000,159000,154500,591106,92286763500,34363130724000,220276479
2018-02-28,161500,500,0.31,159000,163000,158000,496851,80085035000,35574651358500,220276479
2018-02-27,161000,0,0.0,160500,162000,160000,273491,44116854740,35464513119000,220276479
2018-02-26,161000,2000,1.26,159000,162000,157500,513314,82468975500,35464513119000,220276479
2018-02-23,159000,2000,1.27,158500,159500,157500,275917,43696272000,35023960161000,220276479
2018-02-22,157000,-3000,-1.88,159000,159500,156000,339005,53411567890,34583407203000,220276479
2018-02-21,160000,6500,4.23,152500,161000,152500,537567,85269022000,35244236640000,220276479
2018-02-20,153500,-1500,-0.97,155000,156000,152500,218792,33742081000,33812439526500,220276479
2018-02-19,155000,500,0.32,156500,157000,154500,265257,41214803500,34142854245000,220276479
2018-02-14,154500,2000,1.31,152000,155000,152000,265716,40931247000,34032716005500,220276479
2018-02-13,152500,-1500,-0.97,154000,155500,152000,528608,81126138500,33592163047500,220276479
2018-02-12,154000,-1000,-0.65,155500,156500,153500,554120,85571432000,33922577766000,220276479
2018-02-09,155000,-6000,-3.73,156500,158500,154500,721962,112849487500,34142854245000,220276479
2018-02-08,161000,3500,2.22,158500,163500,156500,883512,142235674500,35464513119000,220276479
2018-02-07,157500,0,0.0,157500,160500,156000,552642,87358605500,34693545442500,220276479
2018-02-06,157500,-1500,-0.94,158000,161000,153500,690538,108405515000,34693545442500,220276479
2018-02-05,159000,-3500,-2.15,162500,163000,159000,670474,107737586000,35023960161000,220276479
2018-02-02,162500,2000,1.25,161000,164000,160500,813167,132184831500,35794927837500,220276479
2018-02-01,160500,-1500,-0.93,161500,162000,158500,478000,76598993500,35354374879500,220276479
2018-01-31,162000,6000,3.85,157000,162000,154500,926031,148019007500,35684789598000,220276479
2018-01-30,156000,1500,0.97,155000,158000,154500,458611,71840314500,34363130724000,220276479
2018-01-29,154500,2000,1.31,153000,155500,152000,504827,77789577000,34032716005500,220276479
2018-01-26,152500,-6000,-3.79,155000,155500,149000,1058626,160582361500,33592163047500,220276479
2018-01-25,158500,2000,1.28,155500,159000,154000,776214,121566476000,34913821921500,220276479
2018-01-24,156500,-4500,-2.8,160500,162000,156000,653451,103055304000,34473268963500,220276479
2018-01-23,161000,-1500,-0.92,163000,167500,161000,727921,119032179000,35464513119000,220276479
2018-01-22,162500,500,0.31,162500,164000,158500,582519,94434840000,35794927837500,220276479
2018-01-19,162000,7000,4.52,155000,162000,154500,637243,101387948500,35684789598000,220276479
2018-01-18,155000,-2500,-1.59,157500,158000,154000,324686,50431942340,34142854245000,220276479
2018-01-17,157500,-500,-0.32,157000,159000,156000,363034,57100855500,34693545442500,220276479
2018-01-16,158000,3000,1.94,153500,158000,153000,440542,69058182592,34803683682000,220276479
2018-01-15,155000,1000,0.65,154000,155000,151000,315592,48489944500,34142854245000,220276479
2018-01-12,154000,-1000,-0.65,153500,156000,153500,424738,65596734750,33922577766000,220276479
2018-01-11,155000,-500,-0.32,156000,156500,152500,476891,73732577500,34142854245000,220276479
2018-01-10,155500,3000,1.97,152500,158000,152000,793679,123328328000,34252992484500,220276479
2018-01-09,152500,1500,0.99,151000,152500,149500,465845,70607951248,33592163047500,220276479
2018-01-08,151000,2000,1.34,148500,151000,147500,482619,72347831250,33261748329000,220276479
2018-01-05,149000,2500,1.71,146000,149000,145500,463695,68484154641,32821195371000,220276479
2018-01-04,146500,-4000,-2.66,150500,151000,146000,931558,136879708000,32270504173500,220276479
2018-01-03,150500,1000,0.67,149000,151000,149000,450874,67683231500,33151610089500,220276479
2018-01-02,149500,-6500,-4.17,150500,153000,149000,731763,110423755000,32931333610500,220276479
2017-12-28,156000,-500,-0.32,154500,156000,152000,405259,62441858940,34363130724000,220276479
2017-12-27,156500,2500,1.62,151500,157000,150000,445829,69137803000,34473268963500,220276479
2017-12-26,154000,1000,0.65,152000,155000,151500,319229,49031236500,33922577766000,220276479
2017-12-22,153000,3000,2.0,151000,153000,150500,257517,39194265000,33702301287000,220276479
2017-12-21,150000,-2500,-1.64,151500,152500,150000,393766,59255780500,33041471850000,220276479
2017-12-20,152500,-500,-0.33,153500,154000,151000,330799,50366686000,33592163047500,220276479
2017-12-19,153000,-1000,-0.65,154000,155500,152500,301402,46170462000,33702301287000,220276479
2017-12-18,154000,0,0.0,154000,155000,152000,304658,46938251000,33922577766000,220276479
2017-12-15,154000,3500,2.33,151500,154000,150500,414172,63312858000,33922577766000,220276479
2017-12-14,150500,-1000,-0.66,151000,154500,150500,848663,128590477000,33151610089500,220276479
2017-12-13,151500,1500,1.0,151500,152500,150000,449530,67962603000,33371886568500,220276479
2017-12-12,150000,0,0.0,149000,151500,148000,594577,89212374000,33041471850000,220276479
2017-12-11,150000,-8500,-5.36,158000,158500,149500,1235495,186954665500,33041471850000,220276479
2017-12-08,158500,-3000,-1.86,159500,161000,157000,562488,88929459500,34913821921500,220276479
2017-12-07,161500,-500,-0.31,163000,163000,160000,317111,51269247000,35574651358500,220276479
2017-12-06,162000,500,0.31,159500,162500,159500,435843,70315839000,35684789598000,220276479
2017-12-05,161500,1000,0.62,159000,162500,159000,298181,48113367000,35574651358500,220276479
2017-12-04,160500,-1000,-0.62,160500,160500,157500,412767,65828977000,35354374879500,220276479
2017-12-01,161500,-3000,-1.82,164500,165500,161500,529049,86035942500,35574651358500,220276479
2017-11-30,164500,4000,2.49,163000,166500,162500,1207560,199242963500,36235480795500,220276479
2017-11-29,160500,3500,2.23,158000,161000,157500,550470,88126822500,35354374879500,220276479
2017-11-28,157000,-1500,-0.95,156500,160500,155000,360463,57139674000,34583407203000,220276479
2017-11-27,158500,-500,-0.31,158500,160000,158000,508762,80964450000,34913821921500,220276479
2017-11-24,159000,2000,1.27,156000,159500,155500,414474,65307644500,35023960161000,220276479
2017-11-23,157000,2000,1.29,156000,157000,154500,327088,51032342500,34583407203000,220276479
2017-11-22,155000,-2000,-1.27,157000,159000,155000,298605,46559656500,34142854245000,220276479
2017-11-21,157000,500,0.32,157000,158500,156000,279920,43917157500,34583407203000,220276479
2017-11-20,156500,-500,-0.32,155500,157500,154000,392823,61139127000,34473268963500,220276479
2017-11-17,157000,-2500,-1.57,158000,159000,156000,493488,77343305500,34583407203000,220276479
2017-11-16,159500,-2000,-1.24,162000,162000,158000,392185,62546741000,35134098400500,220276479
2017-11-15,161500,1000,0.62,161500,163000,160000,568064,91785537400,35574651358500,220276479
2017-11-14,160500,0,0.0,160000,160500,157500,493631,78579127500,35354374879500,220276479
2017-11-13,160500,6000,3.88,156500,161500,156000,664551,106173391500,35354374879500,220276479
2017-11-10,154500,-1000,-0.64,154000,155500,153500,333985,51544891500,34032716005500,220276479
2017-11-09,155500,500,0.32,156000,156000,153000,543762,84272404000,34252992484500,220276479
2017-11-08,155000,0,0.0,153500,157000,153500,384213,59608056500,34142854245000,220276479
2017-11-07,155000,-3500,-2.21,157000,159500,153500,754723,117123375500,34142854245000,220276479
2017-11-06,158500,-3000,-1.86,160000,163000,157500,530662,84793996500,34913821921500,220276479
2017-11-03,161500,1500,0.94,161000,164000,159500,426678,69110814000,35574651358500,220276479
2017-11-02,160000,-500,-0.31,159000,160500,158000,353460,56310936500,35244236640000,220276479
2017-11-01,160500,-500,-0.31,159000,162000,158500,601287,96579433000,35354374879500,220276479
2017-10-31,161000,5000,3.21,157000,162000,156000,905364,144863906500,35464513119000,220276479
2017-10-30,156000,-2500,-1.58,160000,160500,154500,540408,84410787500,34363130724000,220276479
2017-10-27,158500,-1000,-0.63,159500,161500,156500,776439,123513449600,34913821921500,220276479
2017-10-26,159500,11000,7.41,148500,160000,148000,1550507,240868929500,35134098400500,220276479
2017-10-25,148500,-2500,-1.66,150000,150500,146500,829299,122735794000,32711057131500,220276479
2017-10-24,151000,-500,-0.33,151500,152500,150000,357958,54072843000,33261748329000,220276479
2017-10-23,151500,0,0.0,151000,153000,150500,387789,58808460500,33371886568500,220276479
2017-10-20,151500,0,0.0,151500,152500,150500,227605,34429499000,33371886568500,220276479
2017-10-19,151500,1000,0.66,152000,154000,150500,474052,72181044500,33371886568500,220276479
2017-10-18,150500,1000,0.67,148000,153500,147000,695484,104670135500,33151610089500,220276479
2017-10-17,149500,-3500,-2.29,153000,153500,148500,510688,76654377500,32931333610500,220276479
2017-10-16,153000,-1500,-0.97,154500,155000,152000,521198,80017272000,33702301287000,220276479
2017-10-13,154500,-2000,-1.28,155000,155500,152000,644646,99167679500,34032716005500,220276479
2017-10-12,156500,1500,0.97,155000,156500,152500,576444,88971260000,34473268963500,220276479
2017-10-11,155000,4000,2.65,151000,156500,151000,993821,153257054000,34142854245000,220276479
2017-10-10,151000,500,0.33,149500,152000,147500,886098,133260026000,33261748329000,220276479
2017-09-29,150500,3500,2.38,148500,151000,147500,808779,121452486000,33151610089500,220276479
2017-09-28,147000,-500,-0.34,147000,148000,145000,541478,79529377300,32380642413000,220276479
2017-09-27,147500,0,0.0,146000,149000,145500,623568,91967144296,32490780652500,220276479
2017-09-26,147500,6500,4.61,142500,147500,141500,841918,122483280000,32490780652500,220276479
2017-09-25,141000,-1000,-0.7,141000,143000,140000,307434,43424403000,31058983539000,220276479
2017-09-22,142000,500,0.35,141000,143500,140000,433155,61362059000,31279260018000,220276479
2017-09-21,141500,-500,-0.35,140500,142000,138500,467712,65655030500,31169121778500,220276479
2017-09-20,142000,2000,1.43,141000,143000,139500,618904,87607312500,31279260018000,220276479
2017-09-19,140000,3000,2.19,136500,141000,136500,627903,87763707000,30838707060000,220276479
2017-09-18,137000,500,0.37,136500,137500,135500,415861,56844651000,30177877623000,220276479
2017-09-15,136500,-500,-0.36,135500,137000,134000,369517,50147947000,30067739383500,220276479
2017-09-14,137000,3000,2.24,134000,137000,133000,904204,122316742460,30177877623000,220276479
2017-09-13,134000,-2000,-1.47,136500,137500,133500,588704,79206938000,29517048186000,220276479
2017-09-12,136000,1000,0.74,135000,137500,134500,379325,51515501500,29957601144000,220276479
2017-09-11,135000,-500,-0.37,134500,136500,133500,488905,65947165000,29737324665000,220276479
2017-09-08,135500,-2500,-1.81,138000,138500,133000,637658,86098171500,29847462904500,220276479
2017-09-07,138000,2000,1.47,138000,139000,137000,531212,73525402222,30398154102000,220276479
2017-09-06,136000,-2000,-1.45,138000,138500,133500,694527,94073342000,29957601144000,220276479
2017-09-05,138000,-2000,-1.43,141000,142000,137000,546091,75761683000,30398154102000,220276479
2017-09-04,140000,-3000,-2.1,140000,142500,139500,326756,46097846210,30838707060000,220276479
2017-09-01,143000,2500,1.78,141000,143500,139500,541048,76599871500,31499536497000,220276479
2017-08-31,140500,-2500,-1.75,142000,145000,139500,834907,117891394000,30948845299500,220276479
2017-08-30,143000,-1000,-0.69,142500,144000,138500,762771,108021818000,31499536497000,220276479
2017-08-29,144000,-500,-0.35,143000,144500,142500,332462,47682948000,31719812976000,220276479
2017-08-28,144500,0,0.0,144000,146000,144000,319822,46231399000,31829951215500,220276479
2017-08-25,144500,1000,0.7,143500,145500,143000,362052,52242382000,31829951215500,220276479
2017-08-24,143500,-3000,-2.05,146500,147000,143500,505047,73125032500,31609674736500,220276479
2017-08-23,146500,-500,-0.34,146500,147500,145500,245112,35917727000,32270504173500,220276479
2017-08-22,147000,-1000,-0.68,148000,150000,145000,533818,78399085500,32380642413000,220276479
2017-08-21,148000,3500,2.42,145000,148500,143500,430402,62924966500,32600918892000,220276479
2017-08-18,144500,500,0.35,144000,145500,143500,253371,36647968000,31829951215500,220276479
2017-08-17,144000,-500,-0.35,143000,144500,141500,250791,35839164000,31719812976000,220276479
2017-08-16,144500,0,0.0,145000,146000,143000,417168,60228705500,31829951215500,220276479
2017-08-14,144500,2500,1.76,142500,146000,142000,319856,46234339000,31829951215500,220276479
2017-08-11,142000,-3000,-2.07,143500,145500,141000,607681,86505159000,31279260018000,220276479
2017-08-10,145000,-1000,-0.68,144500,146500,144000,576598,83846269500,31940089455000,220276479
2017-08-09,146000,2000,1.39,145000,146000,144000,391355,56787450000,32160365934000,220276479
2017-08-08,144000,-4000,-2.7,147000,147500,143500,655022,94689364000,31719812976000,220276479
2017-08-07,148000,-2000,-1.33,150500,151000,148000,280334,41862342500,32600918892000,220276479
2017-08-04,150000,1500,1.01,148000,151000,147000,520334,78022853000,33041471850000,220276479
2017-08-03,148500,1000,0.68,147500,149500,146000,643295,95359845500,32711057131500,220276479
2017-08-02,147500,2000,1.37,146500,148000,145500,462222,67844013404,32490780652500,220276479
2017-08-01,145500,500,0.34,145000,147000,144500,415903,60674192831,32050227694500,220276479
2017-07-31,145000,-4500,-3.01,149500,149500,144500,871600,127126987668,31940089455000,220276479
2017-07-28,149500,3000,2.05,146500,150000,146500,857408,127940474000,32931333610500,220276479
2017-07-27,146500,-1500,-1.01,148000,148500,144500,552184,80539536000,32270504173500,220276479
2017-07-26,148000,2000,1.37,147000,150000,146500,1000733,148140985250,32600918892000,220276479
2017-07-25,146000,1000,0.69,145000,147500,144500,769128,112518575500,32160365934000,220276479
2017-07-24,145000,-2500,-1.69,148000,148000,144500,558419,81236440285,31940089455000,220276479
2017-07-21,147500,-500,-0.34,148000,148000,146500,303019,44612137000,32490780652500,220276479
2017-07-20,148000,-500,-0.34,149000,149000,145000,482332,70864182448,32600918892000,220276479
2017-07-19,148500,500,0.34,148500,149500,147000,480211,71084232000,32711057131500,220276479
2017-07-18,148000,-2500,-1.66,151000,151500,147000,531137,78873806000,32600918892000,220276479
2017-07-17,150500,-3500,-2.27,153500,154000,149500,503286,75936326000,33151610089500,220276479
2017-07-14,154000,5000,3.36,150000,154500,149500,776297,118214707800,33922577766000,220276479
2017-07-13,149000,0,0.0,150000,151500,148000,609170,91246666000,32821195371000,220276479
2017-07-12,149000,1000,0.68,149000,151000,148000,592811,88758592500,32821195371000,220276479
2017-07-11,148000,0,0.0,148500,150000,146500,592204,87690214925,32600918892000,220276479
2017-07-10,148000,-3500,-2.31,151000,151500,147500,805494,119556222749,32600918892000,220276479
2017-07-07,151500,-4000,-2.57,153500,154500,150500,857341,130347252500,33371886568500,220276479
2017-07-06,155500,-500,-0.32,156500,157000,155000,380091,59214794644,34252992484500,220276479
2017-07-05,156000,-2500,-1.58,158000,159000,155000,533353,83301310485,34363130724000,220276479
2017-07-04,158500,-5000,-3.06,162500,162500,157500,448579,71283807000,34913821921500,220276479
2017-07-03,163500,4000,2.51,158500,164000,158000,392228,63239001000,36015204316500,220276479
2017-06-30,159500,-1500,-0.93,159500,162000,158000,340379,54243207580,35134098400500,220276479
2017-06-29,161000,1000,0.63,159500,162500,159000,400255,64462873000,35464513119000,220276479
2017-06-28,160000,-500,-0.31,160000,162500,159500,347569,55810820500,35244236640000,220276479
2017-06-27,160500,-3500,-2.13,163000,163500,160000,449056,72390500000,35354374879500,220276479
2017-06-26,164000,0,0.0,163000,165000,162000,211301,34661083500,36125342556000,220276479
2017-06-23,164000,2500,1.55,162000,166000,162000,292130,47932655500,36125342556000,220276479
2017-06-22,161500,1000,0.62,162000,162000,160000,401279,64588983000,35574651358500,220276479
2017-06-21,160500,-6000,-3.6,166000,166000,160000,557266,90267689500,35354374879500,220276479
2017-06-20,166500,-500,-0.3,166000,169000,165000,373530,62236511000,36676033753500,220276479
2017-06-19,167000,2000,1.21,164500,168000,163500,335858,55915445000,36786171993000,220276479
2017-06-16,165000,2000,1.23,163500,165000,162500,310581,50978424000,36345619035000,220276479
2017-06-15,163000,-6000,-3.55,168000,169000,162000,668866,109743699500,35905066077000,220276479
2017-06-14,169000,4500,2.74,165000,170000,164500,638693,107793313500,37226724951000,220276479
2017-06-13,164500,2000,1.23,163000,167000,162000,548527,90823499500,36235480795500,220276479
2017-06-12,162500,2500,1.56,158000,163500,158000,390351,63328457500,35794927837500,220276479
2017-06-09,160000,0,0.0,160000,161000,158500,343795,55026456000,35244236640000,220276479
2017-06-08,160000,1000,0.63,159000,161000,158500,548233,87539637000,35244236640000,220276479
2017-06-07,159000,-2500,-1.55,160000,160000,157000,746365,118427600686,35023960161000,220276479
2017-06-05,161500,-1500,-0.92,163500,165500,161000,371037,60293432000,35574651358500,220276479
2017-06-02,163000,-2500,-1.51,164500,165000,160500,571120,92979927884,35905066077000,220276479
2017-06-01,165500,2500,1.53,162500,166500,162500,439229,72559440000,36455757274500,220276479
2017-05-31,163000,-1000,-0.61,162500,166000,162500,568084,93016917260,35905066077000,220276479
2017-05-30,164000,2000,1.23,162500,165500,161000,393584,64484990000,36125342556000,220276479
2017-05-29,162000,-1500,-0.92,163000,165000,161500,405130,66123433500,35684789598000,220276479
2017-05-26,163500,-1500,-0.91,165500,166500,163000,487868,80264654000,36015204316500,220276479
2017-05-25,165000,1000,0.61,164500,167000,163500,627476,103876931500,36345619035000,220276479
2017-05-24,164000,-6000,-3.53,168500,170000,163500,876331,145313583000,36125342556000,220276479
2017-05-23,170000,0,0.0,170000,173000,169000,649405,111105818500,37447001430000,220276479
2017-05-22,170000,0,0.0,169000,171000,167000,679426,115250800500,37447001430000,220276479
2017-05-19,170000,5000,3.03,167000,171000,160000,1889722,315789501000,37447001430000,220276479
2017-05-18,165000,6500,4.1,158000,166500,157500,1274106,208499465000,36345619035000,220276479
2017-05-17,158500,1000,0.63,156000,159000,155000,344159,54282686000,34913821921500,220276479
2017-05-16,157500,3500,2.27,155000,158000,154500,479777,75055589273,34693545442500,220276479
2017-05-15,154000,-1000,-0.65,153000,156000,152000,320821,49392152500,33922577766000,220276479
2017-05-12,155000,-2500,-1.59,156000,157000,153500,546718,84853192500,34142854245000,220276479
2017-05-11,157500,1000,0.64,159000,159000,156500,683676,107724970500,34693545442500,220276479
2017-05-10,156500,-1500,-0.95,157000,160500,155500,902973,142474905500,34473268963500,220276479
2017-05-08,158000,6000,3.95,152000,158000,150500,754482,116963519000,34803683682000,220276479
2017-05-04,152000,1000,0.66,150500,153000,149500,559335,84580607776,33482024808000,220276479
2017-05-02,151000,7000,4.86,143000,152000,143000,883476,132191595500,33261748329000,220276479
2017-04-28,144000,-3000,-2.04,144000,146000,142500,686242,98864351000,31719812976000,220276479
2017-04-27,147000,-4000,-2.65,150000,151000,146500,747891,111009185500,32380642413000,220276479
2017-04-26,151000,6500,4.5,145000,152000,144500,1288277,191294637870,33261748329000,220276479
2017-04-25,144500,3000,2.12,142500,146500,142000,670239,96400585500,31829951215500,220276479
2017-04-24,141500,0,0.0,141000,141500,139500,474698,66706262000,31169121778500,220276479
2017-04-21,141500,0,0.0,142000,143000,141000,520179,73631118505,31169121778500,220276479
2017-04-20,141500,4500,3.28,137000,142000,137000,837678,117774970300,31169121778500,220276479
2017-04-19,137000,-4000,-2.84,140000,140500,136500,1028582,141784133000,30177877623000,220276479
2017-04-18,141000,-3000,-2.08,144500,144500,141000,512212,72684682500,31058983539000,220276479
2017-04-17,144000,1500,1.05,142500,144000,141000,354807,50742993904,31719812976000,220276479
2017-04-14,142500,0,0.0,141500,143000,141000,235481,33479640500,31389398257500,220276479
2017-04-13,142500,1000,0.71,143000,144500,141000,537212,76449805000,31389398257500,220276479
2017-04-12,141500,-1000,-0.7,143000,144500,141500,467523,66574648000,31169121778500,220276479
2017-04-11,142500,-3500,-2.4,145000,145000,142500,460813,66102718500,31389398257500,220276479
2017-04-10,146000,1500,1.04,145000,147500,144500,372373,54423244500,32160365934000,220276479
2017-04-07,144500,-3500,-2.36,148000,149500,144000,814773,118633021261,31829951215500,220276479
2017-04-06,148000,-2000,-1.33,149500,150000,147500,543682,80764146040,32600918892000,220276479
2017-04-05,150000,-2000,-1.32,152500,152500,147000,738030,110324170813,33041471850000,220276479
2017-04-04,152000,-4500,-2.88,154000,155000,150000,693275,105461525000,33482024808000,220276479
2017-04-03,156500,-1000,-0.63,156500,157000,153000,568863,87894779500,34473268963500,220276479
2017-03-31,157500,-1000,-0.63,159500,160500,156000,518427,81827588750,34693545442500,220276479
2017-03-30,158500,2500,1.6,156500,160000,156500,541928,85682012000,34913821921500,220276479
2017-03-29,156000,-4000,-2.5,159500,160500,155500,594310,93311307500,34363130724000,220276479
2017-03-28,160000,-2000,-1.23,162000,163000,158500,528384,84739877000,35244236640000,220276479
2017-03-27,162000,-2000,-1.22,162000,163000,159000,556569,89593139000,35684789598000,220276479
2017-03-24,164000,-1000,-0.61,164000,167000,162000,619369,101907176500,36125342556000,220276479
2017-03-23,165000,-5000,-2.94,168500,169000,165000,786599,130944773000,36345619035000,220276479
2017-03-22,170000,0,0.0,167500,170500,165500,1095061,184523239500,37447001430000,220276479
2017-03-21,170000,13500,8.63,158000,171000,157500,2100147,349235822820,37447001430000,220276479
2017-03-20,156500,5000,3.3,152500,157000,151500,753898,116380806500,34473268963500,220276479
2017-03-17,151500,0,0.0,152500,152500,150000,384871,58365311000,33371886568500,220276479
2017-03-16,151500,2000,1.34,151500,152500,149000,511511,76983893500,33371886568500,220276479
2017-03-15,149500,500,0.34,148500,149500,147500,415972,61689925500,32931333610500,220276479
2017-03-14,149000,3000,2.05,147000,149500,146500,402984,59756709500,32821195371000,220276479
2017-03-13,146000,0,0.0,145500,147000,145000,346033,50595650382,32160365934000,220276479
2017-03-10,146000,1000,0.69,145000,146500,143500,418788,60906740027,32160365934000,220276479
2017-03-09,145000,500,0.35,144500,145500,143500,516356,74730699250,31940089455000,220276479
2017-03-08,144500,500,0.35,144000,144500,141500,430524,61581520500,31829951215500,220276479
2017-03-07,144000,-1000,-0.69,143000,146000,143000,361237,52090469000,31719812976000,220276479
2017-03-06,145000,3000,2.11,141500,145000,140000,568168,81423300000,31940089455000,220276479
