년월,지역코드,출/입,10대남성 유입인구,20대남성 유입인구,30대남성 유입인구,40대남성 유입인구,50대남성 유입인구,60대남성 유입인구,70대남성 유입인구,10대여성 유입인구,20대여성 유입인구,30대여성 유입인구,40대여성 유입인구,50대여성 유입인구,60대여성 유입인구,70대여성 유입인구
202001,48820,입,0.26,1.47,1.12,1.19,2.65,0.58,0.0,1.3,0.12,0.29,0.94,0.75,0.2,0.0
202001,48840,입,0.18,0.43,0.32,0.22,1.46,0.06,0.59,0.0,0.0,0.12,0.84,0.2,0.0,0.15
202001,48850,입,0.0,0.0,0.32,0.21,1.28,0.29,0.0,0.05,0.17,0.0,0.0,0.59,0.3,0.0
202001,48860,입,0.99,0.0,0.33,1.97,2.15,0.41,0.16,0.22,0.35,0.04,0.23,1.06,0.8,0.0
202001,48870,입,0.11,0.2,0.0,2.12,1.38,0.84,1.46,0.2,0.0,0.05,0.16,0.81,0.06,0.55
202001,48880,입,1.12,0.28,0.38,0.52,1.61,1.23,0.0,0.73,0.14,0.46,0.42,1.34,0.28,0.65
202001,48890,입,0.0,0.0,0.75,0.45,1.76,0.05,0.09,0.0,0.17,0.0,0.0,0.42,0.0,0.37
202001,50110,입,7.27,9.94,7.32,14.97,10.49,3.22,1.73,2.71,5.93,4.31,7.43,5.53,5.01,4.41
202002,11620,입,11.96,54.58,43.11,41.02,54.56,27.43,5.89,6.06,35.44,18.97,13.05,18.87,14.04,5.15
202002,11650,입,11.67,23.68,42.31,64.78,63.97,46.44,10.32,12.54,29.54,22.29,23.91,33.86,16.3,5.72
202002,11680,입,11.04,24.43,39.83,61.85,74.4,38.09,11.39,11.22,23.2,24.27,26.59,35.85,20.23,4.95
202002,11140,입,0.17,4.48,5.2,12.77,9.03,7.0,1.02,1.47,7.95,2.06,3.57,5.92,3.58,2.94
202002,11170,입,10.08,11.53,12.4,22.6,26.31,8.75,2.35,2.17,10.49,5.83,9.87,8.7,6.03,2.66
202002,11200,입,5.76,14.05,20.56,29.02,41.49,14.73,3.69,6.53,12.42,8.09,18.17,14.13,7.63,2.2
202002,11215,입,4.74,26.37,33.61,42.81,33.98,21.19,6.0,7.32,17.1,10.02,12.28,17.41,8.34,4.98
202002,11230,입,4.64,19.4,22.54,32.25,31.44,11.0,4.62,6.85,10.16,7.39,5.32,11.94,6.63,4.33
202002,11260,입,1.72,9.02,28.27,33.87,44.35,17.48,3.29,6.52,10.45,10.28,8.48,11.51,7.01,5.56
202002,11290,입,21.47,21.62,19.03,32.82,32.91,18.26,5.45,7.53,24.91,12.21,12.74,9.52,9.28,6.18
202002,11305,입,6.41,9.9,16.6,17.84,23.25,13.81,2.88,2.71,5.65,5.85,8.11,7.31,7.48,4.58
202002,11320,입,3.94,12.06,17.82,27.17,27.14,10.46,1.78,6.78,8.42,4.13,6.36,10.74,3.57,1.97
202002,11350,입,22.09,21.46,21.94,46.72,42.86,22.22,3.76,7.99,15.83,9.67,24.32,18.6,6.73,4.29
202002,11380,입,6.01,25.32,20.62,32.38,35.63,20.19,4.25,1.6,13.59,8.64,6.6,11.06,9.73,3.93
202002,11410,입,4.05,19.21,12.82,24.37,24.23,12.71,2.01,6.31,15.36,7.15,6.63,12.84,4.53,2.09
202002,11440,입,11.06,24.64,24.5,27.43,28.96,14.1,3.75,14.69,15.28,9.85,12.55,14.42,5.81,2.05
202002,11470,입,4.82,19.17,36.14,41.01,57.27,22.21,3.92,7.29,10.34,14.69,11.89,17.29,9.19,5.4
202002,11500,입,13.71,18.71,43.81,41.79,46.67,22.56,7.26,7.92,18.11,15.47,12.25,15.89,10.01,4.16
202002,11530,입,7.6,18.5,39.05,44.55,53.93,28.33,6.43,13.63,12.04,10.51,11.59,18.88,10.57,3.65
202002,11545,입,13.98,15.26,39.62,40.13,42.26,20.24,3.68,6.17,9.21,9.07,8.91,11.66,6.7,2.3
202002,11560,입,6.58,18.28,32.68,42.23,46.93,17.28,8.58,2.25,13.08,11.47,13.92,18.84,11.53,3.4
202002,11590,입,12.0,33.56,31.06,39.23,42.85,22.34,2.82,9.75,33.41,12.76,16.37,24.14,9.09,4.39
202002,11710,입,16.69,33.96,58.67,88.85,91.98,52.77,9.16,10.86,24.57,29.68,23.07,38.64,22.67,8.67
202002,11740,입,6.38,17.26,33.34,59.25,76.2,32.89,6.77,11.87,17.63,25.58,17.83,25.53,16.77,4.43
202002,26110,입,0.0,0.0,0.14,0.11,1.12,0.11,0.33,0.0,0.26,0.0,0.0,0.0,0.0,0.0
202002,27110,입,0.07,0.31,0.5,0.15,2.6,0.14,0.12,0.34,0.29,1.38,0.12,0.3,0.06,0.17
202002,27140,입,1.68,2.36,3.98,6.18,9.08,7.02,0.25,0.92,3.86,2.39,1.78,2.82,0.78,0.21
202002,27170,입,0.09,2.12,3.86,6.96,4.73,3.0,0.0,1.29,1.38,1.18,0.59,1.09,1.13,0.26
202002,26140,입,0.36,0.0,4.08,5.16,4.58,2.91,0.0,0.68,0.51,0.03,0.33,1.66,0.03,0.32
202002,26170,입,0.0,3.49,1.0,1.11,1.54,0.2,0.0,0.0,1.26,0.0,0.11,0.14,0.17,0.0
202002,26200,입,0.0,3.12,5.69,1.62,4.02,0.29,0.0,1.05,0.0,0.09,0.23,1.46,0.12,0.67
202002,26230,입,0.0,1.57,4.65,6.63,9.09,2.81,0.37,0.38,0.34,0.68,2.34,3.33,0.41,0.0
202002,26260,입,0.0,2.06,0.87,2.49,6.12,4.79,0.55,0.0,0.18,3.13,0.7,0.5,1.45,0.62
202002,26290,입,0.09,1.26,1.83,6.6,5.14,5.27,0.18,0.0,0.64,0.96,0.59,2.69,0.65,0.33
202002,26320,입,0.37,2.19,2.7,4.72,8.57,5.15,0.35,0.32,1.12,0.67,0.53,0.49,0.74,0.6
202002,26350,입,0.2,7.33,2.65,8.06,13.02,7.21,1.27,2.55,2.6,1.81,2.49,3.32,2.11,0.15
202002,26380,입,0.26,3.41,5.47,10.32,9.72,4.25,0.63,1.68,1.07,0.64,2.86,0.74,0.55,0.31
202002,26410,입,0.04,5.44,2.47,6.71,4.74,5.34,0.47,1.11,0.28,0.11,0.51,2.49,0.24,0.87
202002,26440,입,0.0,0.64,1.75,3.61,3.1,0.82,0.12,0.0,0.0,1.28,0.13,0.32,1.6,0.23
202002,26470,입,1.15,0.99,1.62,2.85,3.31,2.0,0.53,0.0,0.42,0.51,0.29,1.87,2.13,0.07
202002,26500,입,0.0,1.16,2.28,2.89,3.85,1.47,0.67,0.0,0.77,0.03,0.29,0.17,0.29,0.82
202002,26530,입,0.0,1.17,5.38,3.11,6.13,4.42,0.22,0.44,3.08,0.9,0.1,0.85,0.28,0.86
202002,26710,입,0.22,1.25,2.52,5.18,2.54,2.52,0.0,0.13,0.42,1.34,0.42,1.09,0.45,0.0
202002,30110,입,1.92,18.07,18.89,26.91,27.67,8.56,2.38,6.31,5.19,9.69,3.29,12.94,4.3,0.61
202002,30140,입,2.14,6.84,12.0,22.48,15.61,10.46,1.46,1.58,6.26,4.89,1.65,4.58,3.33,2.3
202002,30170,입,7.56,23.61,28.29,47.19,32.39,14.01,1.46,1.65,16.34,9.07,10.62,12.87,5.98,4.9
202002,27200,입,0.0,1.98,0.92,2.62,6.94,1.25,0.48,0.0,1.82,0.79,2.17,2.77,0.61,0.69
202002,27230,입,0.55,5.97,5.77,21.42,19.71,5.67,0.86,1.81,1.01,1.78,2.44,1.24,1.55,2.07
202002,27260,입,2.97,2.12,1.34,9.28,7.89,2.76,1.23,0.12,1.16,0.62,0.9,1.35,1.34,2.23
202002,27290,입,3.95,5.36,8.56,12.26,18.76,7.29,1.17,1.54,2.99,6.81,2.91,4.34,2.58,1.02
202002,27710,입,0.95,2.11,4.42,7.0,10.04,4.48,0.4,1.68,1.25,0.53,1.59,1.27,0.82,0.08
202002,28110,입,12.2,4.24,12.91,13.42,13.6,7.15,1.37,2.44,2.11,4.44,3.72,4.13,2.06,0.26
202002,28140,입,0.0,1.23,4.76,7.39,4.81,4.75,0.14,0.56,0.78,0.26,1.52,1.62,0.89,0.56
202002,28177,입,4.85,19.16,29.86,53.95,46.65,16.24,2.91,1.69,6.85,12.02,10.82,12.52,5.66,3.7
202002,28185,입,6.37,11.44,26.45,36.06,54.8,13.53,1.36,9.49,10.13,6.69,8.78,18.08,3.5,3.68
202002,28200,입,11.44,14.83,43.74,73.91,71.89,23.47,5.74,7.33,19.35,9.83,17.73,19.71,7.85,2.19
202002,28237,입,10.56,26.27,35.83,54.0,62.78,20.38,3.38,11.38,19.85,14.86,11.33,22.62,5.27,6.32
202002,28245,입,9.39,11.45,23.74,29.56,52.56,9.57,1.47,6.63,5.92,7.61,7.98,9.5,3.09,1.64
202002,28260,입,11.29,21.28,41.29,52.81,41.7,18.76,2.05,6.92,12.09,11.38,12.64,15.47,5.46,2.39
202002,28710,입,0.0,2.73,0.34,3.81,3.0,2.63,1.04,0.47,0.68,0.32,1.17,1.02,0.62,0.92
202002,28720,입,0.0,2.0,0.15,0.75,1.11,1.71,0.06,0.0,0.0,0.0,0.2,0.52,0.51,0.0
202002,29110,입,0.32,1.36,1.41,1.64,1.57,1.7,0.23,0.5,1.98,0.14,0.62,0.27,0.38,0.34
202002,29140,입,2.4,3.03,5.25,6.04,4.69,2.71,0.21,4.32,0.89,1.81,2.06,2.58,1.05,0.59
202002,29155,입,0.93,4.09,2.3,1.85,2.03,0.73,0.18,0.56,1.29,0.89,1.04,0.48,1.47,0.66
202002,29170,입,1.88,5.67,11.82,12.41,17.17,7.91,0.94,2.76,3.99,2.51,4.17,4.83,1.2,0.32
202002,29200,입,2.4,5.04,11.61,21.31,17.33,8.7,0.41,3.55,5.02,3.76,3.83,2.54,1.88,0.91
202002,30200,입,20.04,19.97,24.09,40.69,25.5,7.86,1.75,4.77,14.48,11.21,11.49,5.91,2.92,1.8
202002,30230,입,1.77,12.09,10.99,27.1,30.84,9.5,1.19,2.32,5.8,5.5,7.26,5.2,2.65,3.89
202002,31110,입,0.1,1.24,2.61,2.76,4.24,1.39,0.0,0.03,1.83,0.09,0.23,0.29,0.14,0.0
202002,41280,입,10.79,33.13,38.5,92.6,86.02,30.83,5.92,8.4,22.38,18.14,24.91,28.97,10.82,6.02
202002,41290,입,1.62,3.47,2.28,7.82,12.93,11.2,2.45,0.77,2.79,1.12,3.6,4.37,2.16,1.83
202002,41310,입,2.49,5.74,16.97,32.51,31.11,10.32,1.47,5.2,5.37,7.41,4.57,3.95,2.98,0.61
202002,31140,입,0.0,1.57,1.57,4.28,6.87,2.42,0.05,0.1,1.48,0.66,1.76,2.98,0.2,0.14
202002,31170,입,0.17,0.75,3.31,1.56,3.3,0.13,0.0,0.0,1.59,0.76,0.1,1.57,0.14,0.0
202002,31200,입,0.3,1.4,0.91,2.18,1.73,0.79,0.04,0.1,0.42,0.83,0.19,0.84,0.26,0.0
202002,31710,입,1.15,4.77,1.67,6.07,6.83,1.76,0.55,0.24,0.35,0.66,0.46,1.35,1.56,1.32
202002,36110,입,13.32,10.87,30.13,40.11,25.06,9.64,3.04,16.39,14.29,11.19,16.64,6.06,5.39,2.33
202002,41110,입,144.33,247.78,356.72,517.44,564.34,187.38,34.78,126.92,142.25,144.92,168.68,176.95,57.84,26.81
202002,41130,입,43.76,85.77,136.86,191.8,257.98,105.11,24.46,44.77,47.77,49.97,59.07,86.64,38.62,20.2
202002,41150,입,6.76,12.12,24.41,35.35,35.56,15.96,2.11,6.38,4.05,10.84,12.21,9.57,6.84,2.54
202002,41170,입,26.39,48.84,64.41,101.98,143.71,54.98,9.99,16.59,27.71,28.51,32.87,42.79,20.01,9.13
202002,41190,입,47.53,47.21,60.16,87.95,120.63,49.02,8.88,34.08,18.23,26.57,27.51,38.38,17.04,8.28
202002,41210,입,6.18,18.4,24.57,45.56,50.09,20.67,5.32,9.34,5.38,13.43,12.57,12.01,5.71,1.8
202002,41220,입,813.36,1012.26,1691.18,2068.37,1711.0,722.7,264.3,686.23,765.76,1002.89,1511.41,1224.1,452.71,222.34
202002,41250,입,0.11,5.09,6.47,6.88,8.09,2.23,1.1,0.12,2.05,3.96,2.72,3.06,1.71,1.24
202002,41270,입,49.81,79.24,116.92,205.86,203.89,56.71,8.16,25.73,47.16,31.66,72.65,44.82,14.3,14.6
202002,41830,입,3.39,4.32,13.74,10.36,14.38,4.01,2.61,1.62,5.52,2.99,3.25,7.6,1.94,1.3
202002,42110,입,3.51,6.92,5.66,10.8,9.1,3.27,0.3,6.74,5.94,2.79,2.21,4.49,2.89,1.1
202002,42130,입,7.09,13.69,28.7,40.01,39.07,10.86,3.25,3.6,8.86,8.42,9.1,10.44,5.41,4.11
202002,41360,입,25.27,25.91,54.96,91.92,88.15,30.42,5.19,10.45,13.65,20.89,20.53,22.39,9.68,5.81
202002,41370,입,94.24,120.65,326.0,373.06,295.49,109.37,15.14,55.07,70.21,101.16,152.64,130.26,44.4,15.26
202002,41390,입,8.38,28.9,59.15,102.42,95.22,25.11,3.57,9.49,11.85,14.36,22.47,20.82,8.82,4.21
202002,41410,입,6.89,22.27,54.84,70.43,93.21,28.82,3.3,7.33,10.93,16.12,16.31,23.19,10.37,3.67
202002,41430,입,5.06,13.78,25.91,44.78,56.03,17.51,2.55,6.16,8.35,8.17,12.09,14.49,8.18,3.45
202002,41450,입,2.25,10.52,33.31,41.05,32.67,23.57,3.3,6.03,8.32,6.46,15.01,12.65,6.75,1.6
202002,41460,입,200.32,349.38,655.58,908.31,780.02,325.08,112.18,168.31,146.51,232.41,362.62,374.16,158.91,104.1
202002,41480,입,9.55,28.39,31.69,37.12,29.37,10.95,1.59,5.9,13.22,7.42,5.79,8.87,5.04,3.97
202002,41500,입,61.56,104.0,133.61,219.01,231.61,95.48,33.47,49.77,58.53,52.32,87.43,119.63,59.61,32.16
202002,41550,입,20123.63,13840.79,16307.33,16478.27,14283.84,8335.78,6830.06,18972.79,11169.31,13305.56,14383.76,13405.74,8559.18,11046.5
202002,41570,입,6.75,11.33,21.91,40.92,29.02,15.46,3.42,9.83,6.86,7.28,9.31,9.26,6.98,2.29
202002,41590,입,64.68,115.4,402.08,541.48,349.73,98.58,23.59,63.76,80.66,120.62,152.36,111.81,40.58,19.5
202002,41610,입,10.87,30.87,100.85,108.8,106.05,45.0,5.81,11.9,14.08,22.51,29.26,43.77,16.31,8.38
202002,41630,입,3.48,9.55,17.32,25.81,25.89,6.0,1.85,1.17,2.43,7.29,3.71,5.39,3.29,0.9
202002,41650,입,4.09,9.25,4.88,15.3,20.55,4.69,1.08,0.27,6.64,1.6,2.84,5.41,1.54,1.64
202002,41670,입,14.97,23.69,43.54,47.66,53.88,24.96,5.78,12.64,8.87,13.18,19.8,25.35,8.74,3.33
202002,41800,입,0.21,1.97,1.53,3.05,2.55,1.39,0.42,0.28,0.0,0.35,0.3,1.41,0.57,1.07
202002,41820,입,3.44,1.55,1.71,3.8,3.22,2.7,0.28,0.67,0.8,0.61,2.11,0.82,0.44,2.91
202002,48270,입,0.0,0.84,0.71,2.22,2.23,1.6,0.14,0.0,0.55,0.32,0.91,2.4,0.35,0.1
202002,48310,입,0.3,0.96,2.7,1.73,1.87,0.8,0.04,0.96,2.56,0.32,1.84,1.6,0.61,0.0
202002,48330,입,0.0,5.27,5.31,14.91,17.81,6.53,1.16,0.14,0.61,0.92,2.21,2.78,0.91,1.99
202003,26290,입,0.08,0.92,1.73,8.43,7.61,10.6,0.2,0.0,2.06,0.0,0.2,0.34,0.82,0.12
202003,26320,입,0.67,1.69,3.54,4.91,9.48,6.38,0.13,0.92,0.37,0.55,0.1,1.33,1.1,0.0
202003,26350,입,0.68,1.91,2.52,10.97,11.06,6.18,1.19,2.33,2.62,0.73,1.01,3.78,0.84,0.26
202003,26380,입,0.13,2.72,5.51,14.54,10.78,4.92,1.75,0.72,0.79,0.41,0.88,0.96,1.68,0.58
202002,42800,입,0.0,1.51,0.32,0.75,0.94,0.75,0.0,0.0,2.91,1.16,0.09,0.0,0.72,0.0
202002,42810,입,0.13,0.21,0.46,0.96,3.22,0.29,0.0,0.0,0.09,0.19,0.05,0.13,0.08,0.49
202002,42820,입,0.0,2.7,0.29,0.94,3.46,1.16,0.24,1.83,0.11,0.0,0.0,0.84,1.52,0.34
202002,46130,입,0.18,2.8,5.53,4.42,6.35,2.64,0.57,0.0,0.69,1.54,0.46,2.82,2.16,0.44
202002,46150,입,0.61,3.25,3.33,9.69,5.84,3.17,0.22,1.92,1.61,1.91,1.65,3.34,1.1,1.1
202002,46170,입,0.71,1.31,4.28,4.47,2.64,2.46,0.09,0.14,0.92,0.45,0.46,1.25,1.22,2.1
202002,48720,입,0.0,0.0,0.0,0.09,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.43,0.1,0.29
202002,48730,입,0.0,0.37,3.44,1.71,3.93,2.32,0.05,0.0,0.09,0.0,0.19,0.46,0.12,0.63
202002,48740,입,0.0,1.59,1.6,1.85,2.56,1.22,0.0,0.15,0.08,0.0,0.25,0.28,1.21,0.26
202003,26410,입,0.36,1.55,2.33,4.31,7.36,4.88,0.4,0.0,0.16,0.39,0.47,1.93,0.58,1.29
202003,26440,입,0.0,0.94,2.3,4.37,4.73,0.82,0.13,0.07,0.0,0.2,0.72,0.62,1.31,0.0
202003,26470,입,2.32,0.31,2.31,2.59,5.19,2.35,0.23,0.03,3.04,0.0,0.17,1.9,0.49,0.45
202002,42830,입,0.0,0.53,1.74,0.08,0.64,2.64,0.16,0.0,0.0,0.0,0.0,0.32,0.08,0.0
202002,43110,입,18.37,78.87,111.44,168.06,145.11,45.79,8.3,28.78,42.13,43.01,41.9,31.36,20.49,9.75
202002,43130,입,12.05,12.53,26.93,60.53,46.07,16.06,6.35,3.5,11.81,9.63,12.64,15.06,5.42,3.48
202002,46230,입,2.49,1.38,4.4,5.27,4.88,0.88,0.09,0.95,1.13,0.58,1.35,1.3,0.71,0.07
202002,46710,입,0.0,0.59,0.24,0.81,3.04,1.46,0.0,0.0,0.49,0.1,0.3,0.7,0.55,0.0
202002,46720,입,0.0,3.12,0.0,3.08,0.98,1.48,0.78,0.0,0.0,0.0,0.39,0.3,0.67,0.85
202002,46730,입,0.09,0.0,0.08,0.64,0.53,0.16,0.0,0.08,0.0,0.16,0.06,0.36,0.0,1.66
202002,48820,입,0.16,3.52,1.93,1.06,4.03,0.22,0.0,0.58,0.0,1.79,1.98,1.43,0.82,0.22
202002,48840,입,0.0,0.25,2.05,0.17,0.95,0.19,1.08,0.0,0.0,0.0,0.11,0.14,0.1,0.17
202002,48850,입,0.0,1.16,0.0,0.22,1.62,0.55,0.0,0.0,0.24,0.59,0.07,0.18,0.13,0.22
202002,48860,입,0.6,0.76,0.29,2.42,1.18,0.3,0.16,0.17,0.5,0.0,0.06,1.36,0.1,0.1
202003,26500,입,0.09,1.71,0.88,5.59,5.14,1.16,0.44,0.0,0.49,1.29,0.79,1.79,0.16,0.15
202003,26530,입,0.0,2.99,7.28,6.09,7.47,4.04,0.13,0.0,1.1,0.4,0.1,0.3,0.68,0.0
202003,26710,입,0.18,1.17,2.79,6.89,2.92,2.58,0.0,0.55,1.18,0.31,0.11,0.44,1.05,0.0
202002,43150,입,13.68,4.27,8.02,14.96,16.21,7.56,1.04,5.73,5.52,2.4,4.83,4.15,1.25,1.54
202002,43720,입,0.0,0.91,0.7,1.92,2.72,2.08,0.68,0.0,0.0,0.16,0.97,1.28,1.02,0.33
202002,43730,입,0.0,0.5,0.26,7.86,10.22,2.48,0.9,0.0,0.14,0.04,0.97,0.56,0.9,0.13
202002,46770,입,0.52,0.11,0.28,0.66,1.95,0.11,0.26,0.41,0.05,0.06,0.05,0.21,0.05,0.51
202002,46780,입,0.0,0.0,0.13,0.49,1.45,0.0,1.1,0.0,2.07,0.74,0.12,0.0,0.06,0.0
202002,46790,입,0.42,0.08,0.26,1.08,0.61,0.0,0.1,0.0,0.47,0.44,0.1,0.25,0.0,1.66
202002,48870,입,0.86,0.48,0.0,4.41,1.77,0.33,0.16,0.0,0.09,0.08,0.0,0.0,0.27,0.16
202002,48880,입,0.2,0.91,0.51,0.11,1.16,0.23,0.06,1.64,0.07,0.0,0.25,1.72,0.34,0.1
202002,48890,입,0.63,0.0,0.77,0.63,0.07,0.46,0.0,0.0,0.04,0.0,0.34,0.2,0.39,1.52
202003,27110,입,0.62,0.5,0.25,0.45,2.7,0.1,0.0,0.0,0.09,0.93,0.0,0.0,0.0,0.0
202003,27140,입,0.71,1.57,5.17,8.67,10.11,4.0,0.1,0.68,2.47,2.44,1.17,2.39,0.21,0.1
202003,27170,입,0.76,0.83,1.45,2.5,4.0,2.5,0.22,0.0,0.31,0.33,0.49,0.67,1.25,0.58
202002,43740,입,0.27,2.2,0.7,1.3,6.14,1.46,0.26,0.21,0.22,0.65,0.45,0.11,1.35,0.0
202002,43745,입,1.35,2.41,5.52,11.97,12.47,1.87,0.32,0.25,3.03,1.79,1.9,2.78,0.57,0.69
202002,43750,입,22.87,48.61,86.04,128.96,108.57,60.08,14.72,11.28,22.44,51.62,75.37,60.99,19.59,24.58
202002,46800,입,0.2,0.59,0.12,0.85,1.2,0.34,0.0,0.0,0.84,0.36,0.24,0.3,0.38,0.16
202002,46810,입,0.0,0.0,1.21,0.44,0.28,0.76,0.0,0.0,0.09,0.0,0.0,1.53,0.19,0.0
202002,46820,입,0.2,0.0,1.11,0.71,1.2,1.02,0.07,0.0,0.64,0.11,0.66,0.32,0.83,0.45
202002,50110,입,4.68,4.2,4.94,14.19,13.27,3.77,1.62,0.72,4.23,1.87,3.19,3.49,1.16,2.47
202002,50130,입,1.46,1.82,2.63,1.55,1.72,1.15,0.05,2.72,2.42,1.22,0.65,3.13,1.09,0.49
202003,11110,입,4.37,12.37,6.84,13.68,20.95,15.72,0.47,4.26,8.52,4.18,8.68,7.22,5.67,2.03
202003,28720,입,0.0,0.11,0.23,0.5,1.01,2.08,0.05,0.0,0.0,0.06,0.0,0.74,0.3,0.0
202003,29110,입,0.63,0.17,0.51,1.44,1.4,1.77,0.05,0.0,2.82,0.38,0.33,1.09,0.99,0.42
202003,29140,입,0.52,1.8,4.46,6.35,7.58,3.95,0.24,1.32,0.77,0.82,1.99,1.69,1.08,0.1
202002,43760,입,2.13,0.45,7.78,6.32,7.6,3.67,0.58,1.0,6.19,0.76,5.17,4.79,2.94,0.57
202002,43770,입,23.42,45.54,90.5,154.83,117.5,43.91,26.78,16.53,39.56,40.99,65.96,54.56,19.79,21.58
202002,43800,입,2.4,0.66,3.53,3.05,6.18,1.35,0.28,1.27,1.31,2.59,0.7,2.65,1.67,0.38
202002,46830,입,0.0,0.22,0.88,1.18,2.03,0.9,0.0,0.12,0.39,1.1,0.12,0.2,1.08,0.24
202002,46840,입,1.03,0.55,0.59,2.66,2.04,0.51,0.0,0.61,1.42,0.18,0.24,0.73,0.37,0.14
202002,46860,입,0.0,0.16,1.48,2.48,0.85,0.32,0.14,1.09,0.25,0.15,0.18,0.22,0.14,0.0
202002,46870,입,0.24,0.57,0.69,1.88,2.08,0.58,0.17,0.0,1.17,0.1,0.07,0.26,1.34,0.0
202003,11140,입,1.24,6.41,6.03,15.49,10.52,6.47,0.98,2.48,8.98,3.12,6.91,5.17,4.3,3.85
202003,11170,입,14.17,13.23,15.71,25.36,28.76,6.82,3.16,13.54,16.15,15.33,11.2,12.65,4.23,2.33
202003,11200,입,5.05,15.42,24.25,35.67,42.61,18.68,4.47,20.96,14.36,10.07,20.24,16.97,8.26,2.44
202003,27200,입,0.0,2.21,1.03,4.42,4.69,0.93,2.8,0.0,0.3,0.9,1.46,0.57,0.97,0.3
202003,27230,입,3.13,1.94,3.2,16.9,22.66,6.84,0.67,0.32,0.23,0.96,2.44,2.21,4.01,1.14
202003,27260,입,0.27,2.64,1.77,7.82,8.39,3.25,1.28,0.57,1.37,0.55,1.52,2.89,0.52,1.0
202002,44130,입,262.19,374.59,703.94,821.98,656.27,220.71,82.73,126.94,208.86,273.82,319.06,270.65,117.86,96.23
202002,44150,입,0.23,8.98,7.06,15.5,12.05,4.09,1.63,1.09,5.03,1.12,5.7,6.0,2.59,2.74
202002,44180,입,1.89,2.24,3.86,8.2,4.18,3.11,1.15,0.0,0.72,1.8,0.52,1.62,1.59,0.76
202002,46880,입,0.0,1.17,0.37,0.94,1.5,0.9,0.14,1.2,0.16,0.33,0.36,0.31,0.55,0.24
202002,46890,입,0.0,0.0,0.25,0.88,0.31,0.22,0.0,5.28,0.71,0.21,0.14,0.15,0.6,0.95
202002,46900,입,0.08,0.0,0.73,0.5,0.31,0.6,0.0,0.0,0.42,0.0,0.29,0.46,0.14,1.08
202003,11215,입,8.1,30.52,32.81,51.5,37.87,25.4,8.95,10.01,16.33,14.77,12.82,14.76,10.29,5.54
202003,11230,입,1.97,18.71,23.31,34.14,33.24,18.71,7.1,9.51,12.24,8.88,12.46,13.56,6.92,3.63
202003,28200,입,25.6,19.28,44.79,82.75,82.35,23.73,4.23,13.15,12.67,16.48,19.59,22.03,11.04,3.87
202003,28237,입,4.26,17.67,38.74,67.84,77.65,21.53,3.8,7.52,10.99,18.1,16.45,22.66,8.7,6.6
202003,28245,입,12.36,17.53,24.51,39.52,52.11,12.28,2.33,4.05,6.22,6.03,8.12,10.36,3.49,1.34
202002,44200,입,20.99,71.22,135.07,150.77,115.5,35.51,12.8,16.53,48.91,48.12,44.27,32.44,15.26,20.34
202002,44210,입,2.55,5.51,12.79,15.5,15.55,7.85,2.35,3.75,5.26,2.38,4.84,7.21,1.89,2.68
202002,44230,입,1.82,9.77,3.05,9.42,12.54,6.62,1.42,0.37,3.68,1.31,1.97,3.06,2.24,3.5
202002,46910,입,0.0,0.0,0.55,1.09,0.32,0.0,0.0,0.0,0.21,0.0,0.14,0.16,0.34,0.0
202002,47110,입,7.48,5.25,5.47,8.61,10.59,7.88,0.48,1.03,3.97,2.95,4.7,4.47,1.34,0.44
202002,47130,입,0.7,2.63,0.78,5.89,8.69,2.7,0.83,4.59,1.31,3.94,1.81,3.21,4.05,0.27
202003,11260,입,2.71,9.71,25.78,49.42,48.95,22.41,2.59,6.97,11.78,13.68,10.55,16.27,6.49,3.53
202003,11290,입,5.87,21.96,19.0,40.58,37.39,22.76,3.43,12.31,16.01,14.32,11.23,16.48,10.7,5.19
202003,11305,입,11.8,10.63,17.67,33.03,27.02,17.3,4.47,2.74,8.0,9.3,7.92,6.91,7.44,2.63
202003,29155,입,0.0,2.58,1.68,3.48,4.62,0.97,0.12,0.81,1.79,2.24,0.17,0.61,0.66,0.24
202003,29170,입,1.02,5.49,7.26,13.4,13.52,7.03,0.54,0.61,3.27,2.66,3.28,2.83,0.88,0.38
202003,29200,입,1.75,5.25,12.65,23.82,16.34,7.68,0.62,4.76,2.75,2.77,3.22,4.48,1.98,1.07
202002,44250,입,1.4,0.53,0.52,4.3,2.34,0.88,0.17,0.35,0.13,0.42,0.96,0.7,0.74,0.63
202002,44270,입,0.46,13.87,25.12,24.25,24.25,10.75,1.62,7.81,5.69,8.97,6.34,9.68,4.76,4.14
202002,44710,입,2.17,3.95,0.7,7.83,3.07,2.0,0.14,1.16,1.36,2.26,1.0,1.26,1.01,1.2
202002,47150,입,3.1,0.87,5.71,7.99,7.93,4.68,0.32,0.66,0.07,0.42,2.27,2.45,1.04,2.74
202002,47170,입,1.16,0.63,1.14,4.23,4.5,1.68,0.21,1.48,3.14,0.6,0.3,1.87,0.69,0.12
202002,47190,입,1.58,8.14,17.14,26.34,21.3,4.68,1.27,0.75,2.65,3.02,3.99,4.18,1.8,0.43
202003,11320,입,2.13,14.74,15.57,27.76,30.14,12.47,2.88,2.22,6.53,7.33,7.15,10.64,4.97,1.35
202003,11350,입,5.51,16.06,25.46,56.57,47.79,26.22,2.78,5.28,13.71,10.55,20.59,26.02,9.59,4.03
