년월,지역코드,출/입,10대남성 유입인구,20대남성 유입인구,30대남성 유입인구,40대남성 유입인구,50대남성 유입인구,60대남성 유입인구,70대남성 유입인구,10대여성 유입인구,20대여성 유입인구,30대여성 유입인구,40대여성 유입인구,50대여성 유입인구,60대여성 유입인구,70대여성 유입인구
202007,41670,출,32.48,30.52,52.45,52.98,57.5,28.19,5.59,19.23,17.57,36.21,29.6,30.64,14.7,7.63
202007,41800,출,0.86,3.09,2.8,3.98,3.74,1.34,0.66,0.89,2.84,1.27,1.19,2.15,0.21,0.29
202007,41820,출,16.3,50.61,24.04,16.0,15.57,5.4,1.68,12.75,28.97,17.96,11.41,7.26,3.84,1.15
202007,41830,출,7.94,11.03,24.71,14.39,17.54,10.64,4.04,11.01,10.46,14.35,9.43,9.16,6.37,5.61
202008,41110,출,104.91,235.6,248.2,222.33,174.98,87.94,38.43,86.92,158.76,136.5,101.47,104.74,71.94,36.35
202008,41130,출,21.3,85.37,114.88,117.21,88.69,44.97,17.44,24.72,65.89,49.46,51.17,51.16,33.16,32.91
202008,41150,출,6.86,21.73,20.39,18.77,22.07,7.52,1.87,6.74,11.6,8.35,8.27,7.85,5.46,3.2
202008,41170,출,15.1,60.38,39.34,41.87,35.98,27.45,10.96,22.22,22.58,37.24,19.74,16.91,13.41,9.97
202008,41190,출,26.32,63.37,54.74,33.16,42.79,21.11,7.99,23.65,18.2,23.19,18.17,20.22,11.18,11.84
202008,41210,출,16.54,22.13,18.44,21.5,17.29,5.97,4.12,16.28,14.95,13.66,5.9,7.09,3.96,3.03
202008,41220,출,1268.88,1176.03,1944.28,1932.62,1363.73,593.03,263.5,1300.58,1144.35,1502.18,1464.71,1108.18,510.91,353.42
202008,41250,출,5.36,2.69,3.24,4.68,5.98,1.6,0.85,1.92,1.27,0.82,2.06,1.78,0.64,1.01
202008,41270,출,32.23,75.19,75.93,77.31,75.1,25.97,5.38,37.61,40.4,37.64,25.99,32.79,9.86,11.25
202008,41280,출,19.21,56.64,43.91,46.45,47.83,15.05,3.08,25.77,32.58,18.69,10.72,14.44,12.03,10.31
202008,41290,출,1.64,3.47,4.27,7.01,9.51,7.4,0.52,0.51,1.0,2.04,2.9,1.14,2.27,0.7
202008,41310,출,2.3,4.12,12.22,12.4,13.81,8.96,3.86,1.84,8.62,5.81,2.17,2.5,4.48,1.83
202008,41360,출,17.79,36.19,49.28,53.67,49.1,22.54,6.44,12.17,17.36,16.45,13.1,19.36,9.97,10.89
202008,41370,출,37.05,57.85,102.36,110.37,82.98,38.06,11.43,22.31,50.81,63.25,57.96,54.48,16.22,15.22
202008,41390,출,17.84,41.77,56.78,52.41,48.02,20.29,4.54,15.33,24.85,14.29,15.24,18.26,6.97,5.1
202008,41410,출,8.03,26.74,26.41,23.89,27.68,9.81,6.49,9.83,9.03,11.09,3.24,7.57,3.93,2.46
202008,41430,출,5.39,18.6,11.66,16.51,11.3,9.66,3.05,4.96,5.01,7.81,5.12,8.97,6.42,3.11
202008,41450,출,6.81,20.94,28.94,26.41,31.53,9.83,2.5,5.12,19.92,16.8,8.27,15.16,7.1,2.71
202008,41460,출,157.36,369.46,571.63,588.9,522.99,224.74,118.69,136.33,274.71,271.0,276.46,320.99,152.87,113.91
202008,41480,출,9.51,22.1,32.18,28.24,24.3,7.91,1.31,11.11,21.76,8.65,6.55,4.96,3.95,4.02
202008,41500,출,91.61,136.86,250.03,220.47,202.02,103.81,36.69,68.16,86.17,119.3,100.67,106.78,52.86,50.58
202008,41550,출,19697.13,13559.44,15969.52,16213.5,14180.29,8290.05,6822.66,18578.16,10929.2,13004.05,14191.27,13297.27,8494.49,11061.29
202008,41570,출,14.17,19.85,33.11,25.9,19.91,8.66,5.78,11.32,8.65,9.13,5.0,5.93,6.68,5.79
202008,41590,출,53.1,175.63,382.97,411.16,290.74,101.08,23.52,80.55,92.51,161.39,111.36,105.83,42.42,33.58
202008,41610,출,22.49,41.35,55.03,61.51,68.77,32.13,5.67,27.12,12.73,35.46,20.44,25.42,13.62,11.74
202008,41630,출,1.85,14.11,15.46,15.83,11.33,5.91,2.36,18.71,3.51,6.32,2.87,4.91,1.65,0.69
202008,41650,출,4.9,13.04,17.89,18.98,14.57,9.28,1.2,8.38,7.63,10.79,4.04,6.3,4.01,0.98
202008,41670,출,29.52,28.2,46.55,57.05,52.79,21.42,3.44,20.62,17.47,21.48,28.12,25.74,11.35,4.89
202008,41800,출,1.39,4.78,3.92,2.85,5.75,0.9,0.17,1.08,2.21,2.41,1.53,2.08,0.2,0.41
202008,41820,출,29.65,59.06,24.58,18.78,12.33,4.02,1.2,18.32,28.97,17.1,13.45,8.33,3.94,2.54
202008,41830,출,12.13,13.72,26.31,17.83,15.07,7.41,3.58,15.68,11.13,13.56,13.07,8.88,4.78,4.85
202009,41110,출,100.88,206.15,230.64,221.76,186.65,85.25,32.97,78.09,161.46,120.31,94.79,100.28,67.96,40.39
202009,41130,출,35.16,65.68,115.78,114.06,84.6,52.1,19.37,26.24,51.22,46.81,41.99,34.53,33.33,28.81
202009,41150,출,7.33,27.77,20.93,21.56,19.86,6.14,2.41,13.08,8.02,9.43,7.82,7.32,3.33,1.29
202009,41170,출,9.07,54.37,37.34,35.17,34.58,23.2,9.77,15.43,26.54,26.1,19.52,19.24,12.73,12.18
202009,41190,출,10.25,49.89,46.51,44.6,39.54,19.14,4.29,14.67,19.36,17.91,11.24,17.24,5.27,6.08
202009,41210,출,13.54,22.87,19.11,31.16,19.16,9.09,1.49,7.6,16.09,12.03,4.05,5.77,4.07,1.52
202009,41220,출,1221.04,1162.38,1920.9,1974.17,1410.09,614.95,267.26,1129.5,1116.74,1463.02,1520.92,1130.48,506.33,351.1
202009,41250,출,1.99,2.45,2.41,3.51,10.5,1.71,1.12,3.24,2.02,1.4,1.0,1.38,0.22,0.55
202009,41270,출,33.46,75.1,73.23,75.92,73.35,32.89,5.8,14.56,42.68,29.41,24.88,28.65,9.11,13.73
202009,41280,출,19.7,60.19,40.59,47.8,54.24,20.72,4.83,22.19,32.21,15.88,11.39,15.61,10.38,6.82
202009,41290,출,0.73,9.19,5.22,8.88,7.11,5.55,2.9,2.06,2.27,2.85,3.98,1.35,3.23,2.48
202009,41310,출,4.26,3.85,6.9,11.34,17.84,6.9,1.7,2.7,10.05,3.02,2.22,4.02,4.89,1.15
202009,41360,출,17.35,33.09,45.78,50.21,56.02,20.91,7.64,10.01,20.63,12.9,12.0,25.54,8.22,9.78
202009,41370,출,31.7,65.0,102.42,120.98,77.51,39.19,15.15,24.07,48.07,62.25,57.74,54.18,14.69,11.58
202009,41390,출,20.5,47.92,41.38,57.1,48.35,21.8,4.09,15.89,39.73,12.77,17.75,14.28,7.54,6.56
202009,41410,출,8.21,28.71,18.81,28.04,27.1,10.66,6.63,11.2,9.86,9.76,5.01,7.49,4.97,4.47
202009,41430,출,7.41,19.91,10.24,17.7,15.74,8.63,4.29,6.7,9.56,5.44,2.83,7.55,6.72,1.9
202009,41450,출,5.31,21.54,24.12,30.42,31.0,10.28,3.59,6.38,12.89,13.02,11.28,11.06,6.23,5.23
202009,41460,출,174.63,367.26,616.76,643.24,562.95,247.08,140.84,147.41,271.85,278.43,276.55,334.69,170.47,120.19
202009,41480,출,4.47,19.95,29.14,28.93,25.76,10.96,2.82,3.47,12.05,10.12,7.29,9.03,2.83,5.52
202009,41500,출,79.61,119.05,269.48,234.98,235.71,120.11,39.96,69.12,86.26,121.94,102.98,123.19,55.31,60.08
202009,41550,출,20188.83,13907.68,16319.17,16481.54,14342.05,8361.66,6856.31,19013.7,11143.03,13307.34,14500.22,13478.3,8622.33,11119.02
202009,41570,출,4.91,19.91,37.8,29.23,28.02,8.3,3.83,4.56,16.0,9.97,5.47,5.78,2.52,4.67
202009,41590,출,59.55,179.61,397.17,453.68,308.28,108.36,25.09,79.12,93.12,157.18,107.21,99.55,42.52,32.34
202009,41610,출,22.75,34.13,56.88,71.44,71.1,27.16,9.68,18.99,13.16,28.27,16.22,28.32,11.06,7.42
202009,41630,출,1.15,5.95,17.69,17.28,12.26,6.36,2.08,3.15,1.91,6.96,4.56,3.71,1.71,0.82
202009,41650,출,10.16,14.05,14.67,18.01,13.29,8.16,2.43,3.4,8.63,5.92,5.05,6.27,2.91,1.67
202009,41670,출,30.55,32.53,59.32,61.55,54.12,22.71,4.43,25.55,19.22,30.68,31.72,31.42,11.9,3.08
202009,41800,출,0.1,4.1,3.64,1.84,3.44,1.18,0.43,1.36,1.48,1.52,0.67,1.71,0.61,0.35
202009,41820,출,9.99,16.15,14.56,10.83,12.5,2.24,0.88,4.78,10.66,9.24,7.33,4.97,1.19,2.45
202009,41830,출,1.92,10.31,17.61,15.64,17.27,8.32,3.87,7.75,6.17,11.54,9.58,7.25,3.38,8.72
202010,41110,출,127.83,243.75,243.67,218.13,201.03,94.23,32.13,119.46,175.76,141.85,121.16,99.5,74.79,56.2
202010,41130,출,39.19,80.56,125.99,114.29,90.06,45.87,20.81,38.43,66.74,55.5,56.53,43.93,35.44,32.07
202010,41150,출,13.08,25.31,23.18,22.81,24.12,6.74,4.14,12.1,9.21,8.13,7.92,12.11,7.27,6.25
202010,41170,출,14.58,61.04,46.95,49.17,36.06,27.3,13.37,21.25,32.74,30.22,17.31,18.58,15.08,6.18
202010,41190,출,23.91,90.93,59.67,45.13,37.45,21.28,5.37,35.02,27.06,18.48,17.02,16.32,9.74,6.52
202010,41210,출,14.69,23.77,21.96,24.05,14.73,10.72,3.47,8.84,17.76,12.63,6.95,7.27,4.68,4.78
202010,41220,출,1503.66,1312.07,2035.62,2061.69,1468.69,630.18,288.32,1617.7,1313.59,1724.78,1733.18,1232.57,565.58,394.9
202010,41250,출,1.66,2.71,3.96,5.73,10.18,0.86,1.52,1.42,2.57,1.14,0.53,1.44,0.51,0.95
202010,41270,출,32.77,84.61,76.09,81.92,77.53,30.22,6.98,24.06,52.67,30.87,28.76,38.93,13.16,14.03
202010,41280,출,34.99,75.48,48.05,48.92,56.8,21.22,5.19,23.46,44.9,19.0,18.61,17.38,10.38,10.12
202010,41290,출,3.06,8.61,8.99,6.37,7.6,6.92,3.32,3.95,6.43,9.09,4.95,2.31,3.07,3.19
202010,41310,출,4.87,6.64,17.78,10.19,17.91,10.02,2.66,3.31,9.22,6.72,3.25,3.34,4.66,4.41
202010,41360,출,26.05,37.65,48.2,59.38,54.42,19.0,6.32,7.14,23.44,19.96,18.6,25.3,11.56,9.03
202010,41370,출,25.25,68.5,108.16,131.69,75.92,38.2,15.33,36.23,57.45,66.63,65.16,56.18,19.8,13.15
202010,41390,출,15.15,49.39,54.5,57.4,52.39,17.52,4.8,13.68,34.4,15.44,17.87,21.42,9.89,6.68
202010,41410,출,12.43,39.94,25.16,20.73,27.51,11.17,6.74,8.79,16.16,13.25,4.47,10.36,5.56,5.36
202010,41430,출,8.83,22.66,15.68,18.14,15.06,7.39,3.63,5.98,7.55,7.68,4.66,10.55,4.67,2.42
202010,41450,출,8.05,23.19,32.12,27.84,30.17,9.75,5.05,9.91,16.71,17.44,10.85,16.42,5.73,6.75
202010,41460,출,217.89,354.17,622.68,623.68,559.41,236.27,127.62,225.56,266.42,322.29,309.65,329.47,165.94,117.48
202010,41480,출,8.79,27.76,31.08,33.66,26.75,7.56,2.16,12.4,19.2,7.44,10.33,8.65,3.52,7.52
202010,41500,출,77.27,148.06,291.1,242.95,222.58,126.76,39.42,101.76,94.63,147.71,119.56,135.36,64.91,60.79
202010,41550,출,20064.99,13569.23,16084.89,16277.39,14198.9,8306.93,6847.83,18838.04,11037.1,13200.74,14397.19,13435.33,8589.48,11120.63
202010,41570,출,8.69,23.31,35.43,35.08,24.28,8.63,4.42,9.77,19.41,11.45,9.5,6.84,4.06,3.59
202010,41590,출,69.17,204.13,366.33,460.66,305.37,108.63,28.21,101.65,106.19,167.98,125.97,103.42,46.72,27.69
202010,41610,출,22.5,38.64,64.18,68.4,75.18,27.89,8.38,23.05,17.24,36.05,22.24,34.08,16.12,11.03
202010,41630,출,7.31,10.63,18.71,16.75,15.21,4.69,1.59,16.21,5.67,5.4,4.06,3.75,2.69,1.09
202010,41650,출,6.8,13.63,19.19,15.88,18.17,9.02,0.81,7.07,11.14,6.72,6.03,7.72,3.5,2.04
202010,41670,출,35.21,36.32,63.29,64.14,66.24,28.31,6.24,28.65,34.05,39.43,35.61,32.6,14.31,6.94
202010,41800,출,0.81,9.5,2.82,2.8,4.13,1.38,0.44,0.36,3.09,1.44,0.99,1.82,1.48,0.34
202010,41820,출,16.81,13.11,16.53,15.22,12.6,3.54,2.0,11.1,10.84,13.61,10.41,7.01,3.18,2.46
202010,41830,출,10.7,13.91,21.37,16.7,19.91,12.16,3.4,6.92,7.08,13.13,14.12,13.09,5.67,5.83
202011,41110,출,110.53,231.78,250.37,229.24,199.59,87.28,43.61,89.52,175.39,126.48,131.22,106.46,67.99,48.35
202011,41130,출,33.49,88.32,108.1,114.39,96.51,44.9,24.91,29.84,60.28,58.73,47.22,45.1,37.3,31.66
202011,41150,출,12.06,34.64,23.15,21.74,24.46,7.22,5.06,10.6,11.58,9.61,6.13,10.44,4.31,2.21
202011,41170,출,11.55,67.78,50.28,44.57,41.23,23.65,14.02,20.75,27.17,25.71,19.58,18.99,16.28,6.46
202011,41190,출,23.73,61.62,58.22,38.07,41.61,20.3,4.72,15.36,35.67,18.68,13.18,13.48,10.34,7.3
202011,41210,출,16.55,17.3,21.66,20.45,16.01,11.71,2.65,10.27,16.66,11.9,6.28,10.6,3.72,5.98
202011,41220,출,1269.63,1196.83,1999.43,2064.74,1473.18,623.73,276.85,1429.08,1197.87,1499.04,1622.87,1228.46,534.71,363.42
202011,41250,출,2.89,3.73,3.94,3.51,6.36,1.37,0.36,2.92,1.6,2.7,1.14,0.89,0.49,0.85
202011,41270,출,25.37,75.48,66.69,89.22,80.71,31.52,7.37,17.48,47.05,23.36,22.85,29.91,10.83,11.41
202011,41280,출,29.06,68.12,46.72,49.09,49.46,19.95,4.7,16.87,41.91,29.25,12.55,15.18,11.55,6.42
202011,41290,출,1.94,6.14,5.0,5.92,9.03,6.53,1.3,1.07,3.71,5.36,5.34,1.9,1.77,0.35
202011,41310,출,4.96,6.02,14.93,8.42,16.95,8.97,2.03,4.34,8.23,2.34,9.02,6.39,2.39,2.53
202011,41360,출,17.16,28.06,46.4,49.99,46.07,17.28,6.45,16.94,23.2,13.52,16.9,20.75,10.35,2.88
202011,41370,출,25.59,68.87,114.18,127.66,83.1,37.99,16.28,27.93,44.29,77.54,64.42,51.65,21.22,16.58
202011,41390,출,11.53,47.77,50.97,52.24,54.02,20.09,5.62,10.91,28.98,13.39,14.04,18.55,9.51,5.79
202011,41410,출,12.15,33.25,25.39,26.62,33.84,12.16,6.81,6.05,11.49,12.95,7.38,9.5,4.5,4.72
202011,41430,출,9.77,30.47,13.21,12.16,19.6,8.02,2.85,2.44,11.57,5.9,3.01,8.88,4.2,4.12
202011,41450,출,7.77,17.96,26.34,32.7,31.0,12.19,6.22,5.33,12.74,11.19,10.7,16.08,5.77,5.73
202011,41460,출,186.17,375.72,633.52,624.63,541.12,234.4,118.84,151.92,259.3,300.75,299.83,332.92,168.01,104.5
202011,41480,출,11.21,31.09,25.93,33.45,29.06,7.8,2.6,9.34,14.81,8.95,6.34,7.6,2.83,6.51
202011,41500,출,50.11,142.36,286.34,235.06,226.08,120.8,33.95,68.29,73.71,134.57,110.89,132.85,64.22,54.37
202011,41550,출,20300.7,13941.28,16380.38,16555.06,14380.1,8350.59,6852.34,19169.16,11238.66,13326.51,14510.12,13509.29,8602.26,11146.56
202011,41570,출,8.05,23.08,32.92,37.24,28.63,10.21,5.24,8.9,15.53,8.43,10.58,5.11,6.43,4.44
202011,41590,출,61.59,199.9,414.43,481.07,329.16,110.38,27.11,77.63,109.22,154.0,116.81,101.59,48.83,31.03
202011,41610,출,21.37,36.5,67.67,69.98,76.54,29.63,8.82,19.89,13.19,33.65,22.19,32.59,15.43,10.22
202011,41630,출,4.1,15.17,15.29,16.78,15.25,6.27,1.34,3.68,4.83,3.13,3.01,6.4,1.6,1.2
202011,41650,출,3.07,9.39,16.63,14.63,13.49,7.02,2.49,9.09,7.57,7.3,4.65,7.05,2.65,1.12
202011,41670,출,35.18,37.77,51.53,55.59,54.84,22.14,6.51,9.4,21.39,35.81,25.21,29.41,10.75,8.92
202011,41800,출,4.86,5.67,4.21,5.03,3.17,1.32,0.74,2.58,1.14,1.84,2.87,2.07,0.64,0.0
202011,41820,출,6.56,15.29,12.31,12.8,11.17,3.25,0.93,8.85,8.72,11.22,7.75,5.48,1.62,1.83
202011,41830,출,5.94,8.27,15.61,16.66,19.09,9.71,3.74,7.04,8.37,7.44,9.41,8.39,4.61,5.01
202012,41110,출,78.53,189.79,212.58,201.39,187.5,81.03,27.1,57.42,133.15,108.68,97.48,89.7,62.95,36.34
202012,41130,출,25.08,76.97,95.59,104.33,84.66,37.2,18.92,29.06,54.93,42.06,38.88,42.3,28.87,22.47
202012,41150,출,16.29,29.56,19.04,19.41,22.55,4.02,3.31,10.91,10.26,5.56,5.65,8.33,2.19,1.43
202012,41170,출,9.3,65.77,35.33,38.09,35.5,20.63,10.14,14.75,23.61,19.73,10.32,16.9,14.18,7.94
202012,41190,출,17.74,51.42,45.89,38.52,35.6,22.79,1.2,7.89,39.78,14.69,10.91,13.97,7.15,8.58
202012,41210,출,5.19,22.5,22.19,26.48,12.49,8.73,2.18,6.65,17.24,12.29,6.47,4.46,3.16,6.34
202012,41220,출,930.33,1059.87,1836.23,1873.02,1368.33,570.33,241.99,945.27,991.04,1271.02,1416.51,1077.39,443.47,294.12
202012,41250,출,0.17,2.78,5.4,3.65,7.03,0.67,0.0,2.29,2.22,2.6,1.49,0.95,0.21,0.17
202012,41270,출,13.24,74.73,62.72,71.41,74.08,24.85,4.01,14.37,40.52,20.29,17.93,25.62,10.77,13.13
202012,41280,출,18.99,54.1,39.16,37.52,54.5,18.08,5.2,8.09,29.11,15.84,13.09,11.77,12.43,9.68
202012,41290,출,1.44,9.4,4.83,4.22,7.23,6.26,2.18,0.43,1.91,2.48,3.48,1.62,1.73,0.56
202012,41310,출,1.61,4.51,15.08,9.82,20.7,7.91,0.3,1.37,6.16,3.38,5.49,3.06,3.7,1.18
202012,41360,출,22.69,46.71,42.16,55.37,57.88,17.54,3.92,15.41,20.84,13.63,15.89,21.37,6.22,5.53
202012,41370,출,27.1,53.54,93.02,118.96,71.73,28.36,15.73,22.16,43.6,63.48,60.53,48.26,19.07,9.67
202012,41390,출,12.67,45.51,45.2,45.37,50.3,18.34,4.09,13.58,21.36,14.77,10.07,21.03,9.79,7.41
202012,41410,출,14.02,36.78,23.51,30.2,27.28,9.85,3.58,8.39,11.62,10.57,5.13,7.82,3.53,2.13
202012,41430,출,12.39,25.37,11.59,14.48,14.54,7.84,1.52,6.25,7.24,6.47,2.87,8.42,4.11,3.82
202012,41450,출,11.16,19.9,29.74,31.57,29.21,8.31,4.74,5.61,17.92,13.1,5.0,11.22,6.65,2.8
202012,41460,출,95.79,347.5,588.96,593.32,520.62,225.58,101.71,110.73,234.53,240.57,253.28,304.16,129.83,91.38
202012,41480,출,7.17,27.97,24.39,26.56,24.84,5.41,0.39,10.85,8.65,6.62,3.3,7.02,3.38,5.22
202012,41500,출,66.7,121.97,281.68,212.25,209.84,107.17,30.13,58.47,74.18,99.46,95.5,104.9,53.47,44.16
202012,41550,출,20252.77,13864.73,16419.57,16620.51,14368.53,8396.61,6871.54,19083.93,11083.67,13401.31,14558.53,13544.05,8637.47,11145.24
202012,41570,출,9.8,20.6,26.1,33.24,28.74,9.55,7.26,11.76,15.22,9.65,4.89,6.07,6.42,5.86
202012,41590,출,44.68,186.34,345.29,459.2,306.25,99.93,17.86,51.47,115.23,158.3,99.0,86.84,42.39,24.01
202012,41610,출,14.23,42.31,54.22,64.63,68.68,20.74,7.0,10.84,9.7,22.72,16.59,24.3,9.88,11.44
202012,41630,출,2.76,12.31,13.22,12.7,15.64,3.93,2.12,7.79,6.58,4.18,2.39,6.03,0.91,1.13
202012,41650,출,5.81,7.52,11.67,10.84,14.87,6.4,2.46,2.66,8.01,8.81,6.3,4.36,2.55,0.71
202012,41670,출,16.45,29.91,47.25,44.22,50.19,20.15,5.93,8.93,15.81,20.71,20.65,15.51,8.84,4.5
202012,41800,출,0.0,5.83,2.86,3.68,2.82,1.67,0.28,0.34,1.34,1.16,0.79,0.34,0.4,0.17
202012,41820,출,5.83,10.43,13.32,7.13,10.59,1.66,1.18,5.63,7.27,8.78,6.59,3.51,0.59,1.8
202012,41830,출,4.21,6.93,15.31,14.46,13.55,5.62,3.41,2.27,6.39,7.03,3.94,5.15,2.03,3.05
202001,11200,입,8.85,24.59,22.27,27.79,39.4,19.31,3.93,13.1,20.17,17.14,18.79,18.76,11.1,4.72
202001,11215,입,14.1,43.67,38.11,47.26,31.15,21.06,4.86,18.74,29.22,22.5,22.48,23.34,11.97,4.37
202001,11380,입,10.76,26.37,31.34,38.18,35.96,20.76,4.84,12.22,22.24,18.75,16.15,16.7,12.91,7.95
202001,11410,입,13.28,28.99,18.02,31.37,25.16,15.11,4.33,17.79,26.61,14.22,17.25,16.9,7.74,4.12
202001,11230,입,15.27,29.27,20.59,35.88,30.47,15.82,4.13,14.59,17.5,11.16,12.23,19.25,8.78,4.75
202001,11260,입,15.07,23.9,39.99,40.05,42.91,19.49,4.51,21.73,15.64,18.26,17.12,16.38,9.97,8.7
202001,11290,입,18.69,29.3,23.28,35.07,40.51,18.97,5.28,14.56,32.38,19.44,22.77,18.89,13.77,8.02
202001,11305,입,23.38,8.93,18.95,23.44,23.82,18.78,4.18,8.3,11.05,12.67,13.46,12.22,12.39,6.36
202001,11320,입,11.54,22.65,21.57,27.5,40.11,12.41,2.28,10.98,12.4,7.08,11.1,13.19,6.22,3.19
202001,11350,입,26.17,29.27,28.77,52.08,46.89,21.46,5.69,14.44,25.74,19.68,26.63,25.16,12.04,6.09
202001,11110,입,6.87,13.4,11.61,7.36,18.35,11.89,1.16,5.48,16.08,6.48,9.74,7.83,5.01,2.35
202001,11140,입,2.47,11.09,9.39,11.33,9.97,4.81,0.48,6.45,9.55,5.11,5.12,5.81,5.38,3.06
202001,11170,입,15.8,16.05,20.5,30.44,21.8,8.52,3.27,13.5,20.39,20.37,15.31,11.63,6.53,2.58
202001,11530,입,28.31,32.86,50.54,54.49,62.43,34.8,6.65,17.25,25.66,22.11,20.85,29.03,13.2,8.22
202001,11545,입,4.42,25.14,37.99,45.44,38.3,23.62,5.53,16.21,15.22,13.4,13.36,15.13,6.55,3.88
202001,11560,입,13.55,26.48,44.21,54.92,55.93,28.51,8.47,16.37,24.46,21.89,21.12,26.9,12.57,4.37
202001,11590,입,27.06,47.48,41.62,38.06,48.66,23.35,5.41,15.71,41.23,19.09,24.83,27.49,12.03,7.11
202001,11620,입,16.79,60.76,59.42,54.86,63.67,32.99,6.89,15.65,63.28,33.53,27.09,27.92,18.98,7.65
202001,11650,입,22.74,39.75,48.54,73.63,58.62,48.16,13.99,20.73,41.27,32.11,28.26,35.67,21.39,5.85
202001,11680,입,21.4,38.16,51.3,60.17,67.12,39.28,12.02,21.38,43.73,39.73,35.56,34.87,20.67,9.22
202001,11710,입,38.92,32.73,56.47,91.47,90.26,50.08,10.24,26.94,39.24,43.4,31.63,42.06,23.42,11.86
202001,11740,입,23.62,34.27,48.87,60.26,69.88,35.14,5.5,20.85,19.42,33.42,26.47,32.83,17.06,6.39
202001,26110,입,0.0,1.75,0.09,1.19,0.2,0.21,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
202001,26140,입,1.02,0.79,3.68,1.01,2.21,3.41,0.69,0.27,1.38,0.6,0.42,3.65,0.0,0.17
202001,26170,입,0.62,1.22,0.43,1.95,0.67,0.29,0.0,0.6,0.34,0.4,0.03,0.03,0.5,0.14
202001,26200,입,0.13,4.91,0.66,2.83,5.05,1.64,0.57,2.03,0.44,0.27,0.78,1.46,0.08,0.84
202001,26230,입,3.25,3.66,4.69,11.75,6.26,2.49,0.64,1.57,1.59,1.83,1.06,2.16,0.9,1.29
202001,26260,입,6.55,2.71,1.61,3.54,5.44,3.3,0.29,3.46,2.35,1.18,2.81,3.4,0.64,0.59
202001,26290,입,4.09,4.21,2.85,9.21,10.95,5.25,0.25,1.58,1.69,2.03,2.48,2.05,1.57,0.87
202001,26320,입,0.76,2.63,4.69,5.41,9.86,4.79,0.47,2.69,2.42,0.81,1.81,2.09,0.39,0.52
202001,26350,입,2.25,5.27,4.38,8.58,13.72,8.72,0.73,5.35,1.49,2.03,6.35,3.2,1.19,0.44
202001,26380,입,2.01,5.31,4.61,11.39,10.56,2.93,2.25,0.69,3.01,0.89,2.68,1.77,2.04,0.81
202001,26410,입,0.9,3.22,3.04,5.7,8.65,4.88,0.39,2.9,1.4,1.29,3.27,1.25,2.37,0.23
202001,11440,입,31.59,29.38,33.19,30.53,31.42,15.13,4.16,24.01,25.72,21.05,17.65,19.07,10.34,5.57
202001,11470,입,18.04,25.73,33.09,46.18,61.44,27.25,4.94,18.35,19.28,15.9,25.24,22.65,10.18,5.88
202001,11500,입,14.05,36.22,51.89,40.85,51.79,26.77,5.61,25.01,32.32,26.7,22.84,25.2,13.2,6.12
202001,26440,입,0.45,1.14,3.2,4.39,3.54,1.68,0.0,0.12,0.89,0.8,0.68,0.48,1.47,0.0
202001,26470,입,0.33,2.58,0.84,2.92,3.87,2.57,0.87,0.24,0.72,1.23,0.87,0.8,2.34,0.26
202001,26500,입,0.62,2.65,2.7,3.18,4.71,1.42,1.82,1.55,1.05,0.45,1.72,0.87,0.3,1.64
202001,28200,입,27.44,22.34,52.92,80.73,81.41,31.75,6.99,29.39,20.21,22.74,31.63,27.15,10.72,5.23
202001,28237,입,25.53,35.78,46.04,59.1,74.74,25.91,4.07,24.76,29.65,23.51,22.96,32.84,9.5,4.4
202001,28245,입,15.24,17.13,30.78,33.6,61.8,12.1,2.57,14.63,12.77,11.1,16.33,13.64,4.69,2.35
202001,26530,입,0.55,1.53,6.23,5.11,5.63,3.43,0.48,0.0,0.64,2.66,1.23,1.45,0.61,0.39
202001,26710,입,1.04,1.17,2.89,5.85,3.91,3.71,0.0,0.84,1.01,0.41,1.74,0.32,1.4,0.07
202001,27110,입,0.0,0.55,1.21,1.48,2.4,0.2,0.32,0.0,1.34,0.35,0.22,0.45,0.3,0.13
202001,27140,입,1.98,7.86,6.0,7.23,10.69,3.56,0.47,2.53,5.56,3.27,3.23,3.55,0.54,0.61
202001,27170,입,5.72,6.82,2.41,3.95,6.01,2.82,0.38,1.86,1.05,0.56,2.56,1.0,1.73,1.0
202001,27200,입,0.18,2.31,3.31,3.86,4.81,1.65,0.39,6.42,2.36,0.54,2.11,1.81,1.46,1.21
202001,27230,입,2.28,5.53,6.58,18.12,19.48,5.29,1.14,1.1,3.66,2.72,4.1,1.95,3.14,3.0
202001,27260,입,5.55,2.03,3.47,10.34,11.86,3.02,0.94,6.41,4.93,1.96,4.44,2.43,1.57,2.31
202001,27290,입,3.13,8.46,8.38,17.37,16.32,5.22,1.1,3.15,8.81,2.52,4.54,5.43,2.84,1.81
202001,27710,입,1.15,3.98,4.53,9.12,10.28,3.42,0.32,0.88,2.2,1.68,2.23,2.03,1.6,0.2
202001,28110,입,6.03,3.66,10.7,12.58,12.05,7.94,1.81,10.09,2.1,6.06,4.38,4.78,1.85,0.82
202001,28140,입,0.35,2.08,4.29,5.77,6.45,5.31,0.44,6.13,0.86,1.97,2.71,2.35,1.12,1.2
202001,28177,입,13.05,30.95,36.35,56.36,58.04,18.55,3.3,10.07,18.4,17.14,13.74,16.41,9.48,7.84
